"Hour", "Undervoltages", "Min Voltage", "Overvoltage", "Max Voltage", "Min Bus", "Max Bus", "LV Undervoltages", "Min LV Voltage", "LV Overvoltage", "Max LV Voltage", "Min LV Bus", "Max LV Bus"
44, 0, 0.986261707032633, 0, 1.04959859102323, 65, 83, 0, 0.995617421174021, 0, 1.0114215525679, 610, 610
45, 0, 0.989089411486802, 0, 1.04852812417675, 65, 83, 0, 0.998090680006566, 0, 1.01320399285028, 610, 610
46, 0, 0.989084666594492, 0, 1.04853436911634, 65, 83, 0, 0.998088325902312, 0, 1.01320459000588, 610, 610
47, 0, 0.992900865887707, 0, 1.04444245442018, 65, 83, 0, 1.00123577036007, 0, 1.01553941186413, 610, 610
48, 0, 0.991937167235468, 0, 1.04030703524495, 65, 83, 0, 0.999598663894148, 0, 1.01253699368965, 610, 610
49, 0, 0.997749964116425, 0, 1.04442603740126, 51, 83, 0, 1.00491769826948, 0, 1.01646116441146, 610, 610
50, 0, 0.994586921094172, 0, 1.0421462055611, 51, 83, 0, 1.00192232157377, 0, 1.01258227598769, 610, 610
51, 0, 0.995431074411387, 0, 1.04362207638914, 11, 83, 0, 1.00305090410749, 0, 1.01341681305771, 610, 610
52, 0, 0.996377737408072, 0, 1.04584970123082, 11, 83, 0, 1.00475261630103, 0, 1.01467170513105, 610, 610
53, 0, 0.996489795328528, 0, 1.0461129960036, 11, 83, 0, 1.00495403188831, 0, 1.01482049060311, 610, 610
54, 0, 0.995663809469247, 0, 1.04417105109585, 11, 83, 0, 1.00346972327409, 0, 1.01372438811781, 610, 610
55, 0, 0.992655018051395, 0, 1.03938663086804, 51, 83, 0, 0.999816292482742, 0, 1.01102793066893, 610, 610
56, 0, 0.986298969416817, 0, 1.03787019326958, 65, 83, 0, 0.993762165385369, 0, 1.00659180201089, 610, 610
57, 0, 0.979623112948883, 0, 1.03713626052646, 65, 83, 0, 0.988130413329124, 0, 1.00251828235244, 610, 610
58, 0, 0.982471005744556, 0, 1.04565904410522, 65, 83, 0, 0.991370005831928, 0, 1.00670466950417, 610, 610
59, 0, 0.977589328228395, 0, 1.04012551091559, 65, 83, 0, 0.987242827941153, 0, 1.00367172166038, 610, 610
60, 0, 0.973574492784679, 0, 1.03687847777115, 65, 83, 0, 0.98385371136604, 0, 1.00118474543266, 610, 610
61, 0, 0.973896165163556, 0, 1.03705655073067, 65, 83, 0, 0.984126075388778, 0, 1.00138672993326, 610, 610
62, 0, 0.974305823448875, 0, 1.03727301212337, 65, 83, 0, 0.984471848658815, 0, 1.00164064391376, 610, 610
63, 0, 0.980032101434898, 0, 1.04351803874341, 65, 83, 0, 0.990296183464007, 0, 1.00760887410532, 610, 610
64, 0, 0.979292664306071, 0, 1.04311435539099, 65, 83, 0, 0.989670228219775, 0, 1.00714563063479, 610, 610
65, 0, 0.979203811432743, 0, 1.04307481933681, 65, 83, 0, 0.989596255719433, 0, 1.0070932475534, 610, 610
66, 0, 0.982651035150785, 0, 1.04546923932959, 65, 83, 0, 0.992500575280705, 0, 1.00922050449569, 610, 610
67, 0, 0.984441834690558, 0, 1.04749902517623, 65, 83, 0, 0.994015122820296, 0, 1.01033368114424, 610, 610
68, 0, 0.986261707032633, 0, 1.04959859102323, 65, 83, 0, 0.995617421174021, 0, 1.0114215525679, 610, 610
69, 0, 0.989089411486802, 0, 1.04852812417675, 65, 83, 0, 0.998090680006566, 0, 1.01320399285028, 610, 610
70, 0, 0.989084666594492, 0, 1.04853436911634, 65, 83, 0, 0.998088325902312, 0, 1.01320459000588, 610, 610
71, 0, 0.992900865887707, 0, 1.04444245442018, 65, 83, 0, 1.00123577036007, 0, 1.01553941186413, 610, 610
72, 0, 0.991937167235468, 0, 1.04030703524495, 65, 83, 0, 0.999598663894148, 0, 1.01253699368965, 610, 610
73, 0, 0.997749964116425, 0, 1.04442603740126, 51, 83, 0, 1.00491769826948, 0, 1.01646116441146, 610, 610
74, 0, 0.994586921094172, 0, 1.0421462055611, 51, 83, 0, 1.00192232157377, 0, 1.01258227598769, 610, 610
75, 0, 0.995431074411387, 0, 1.04362207638914, 11, 83, 0, 1.00305090410749, 0, 1.01341681305771, 610, 610
76, 0, 0.996377737408072, 0, 1.04584970123082, 11, 83, 0, 1.00475261630103, 0, 1.01467170513105, 610, 610
77, 0, 0.996489795328528, 0, 1.0461129960036, 11, 83, 0, 1.00495403188831, 0, 1.01482049060311, 610, 610
78, 0, 0.995663809469247, 0, 1.04417105109585, 11, 83, 0, 1.00346972327409, 0, 1.01372438811781, 610, 610
79, 0, 0.992655018051395, 0, 1.03938663086804, 51, 83, 0, 0.999816292482742, 0, 1.01102793066893, 610, 610
80, 0, 0.986298969416817, 0, 1.03787019326958, 65, 83, 0, 0.993762165385369, 0, 1.00659180201089, 610, 610
81, 0, 0.979623112948883, 0, 1.03713626052646, 65, 83, 0, 0.988130413329124, 0, 1.00251828235244, 610, 610
82, 0, 0.982471005744556, 0, 1.04565904410522, 65, 83, 0, 0.991370005831928, 0, 1.00670466950417, 610, 610
83, 0, 0.977589328228395, 0, 1.04012551091559, 65, 83, 0, 0.987242827941153, 0, 1.00367172166038, 610, 610
84, 0, 0.973574492784679, 0, 1.03687847777115, 65, 83, 0, 0.98385371136604, 0, 1.00118474543266, 610, 610
85, 0, 0.973896165163556, 0, 1.03705655073067, 65, 83, 0, 0.984126075388778, 0, 1.00138672993326, 610, 610
86, 0, 0.974305823448875, 0, 1.03727301212337, 65, 83, 0, 0.984471848658815, 0, 1.00164064391376, 610, 610
87, 0, 0.980032101434898, 0, 1.04351803874341, 65, 83, 0, 0.990296183464007, 0, 1.00760887410532, 610, 610
88, 0, 0.979292664306071, 0, 1.04311435539099, 65, 83, 0, 0.989670228219775, 0, 1.00714563063479, 610, 610
89, 0, 0.979203811432743, 0, 1.04307481933681, 65, 83, 0, 0.989596255719433, 0, 1.0070932475534, 610, 610
90, 0, 0.982651035150785, 0, 1.04546923932959, 65, 83, 0, 0.992500575280705, 0, 1.00922050449569, 610, 610
91, 0, 0.984441834690558, 0, 1.04749902517623, 65, 83, 0, 0.994015122820296, 0, 1.01033368114424, 610, 610
92, 0, 0.986261707032633, 0, 1.04959859102323, 65, 83, 0, 0.995617421174021, 0, 1.0114215525679, 610, 610
93, 0, 0.989089411486802, 0, 1.04852812417675, 65, 83, 0, 0.998090680006566, 0, 1.01320399285028, 610, 610
94, 0, 0.989084666594492, 0, 1.04853436911634, 65, 83, 0, 0.998088325902312, 0, 1.01320459000588, 610, 610
95, 0, 0.992900865887707, 0, 1.04444245442018, 65, 83, 0, 1.00123577036007, 0, 1.01553941186413, 610, 610
96, 0, 0.991937167235468, 0, 1.04030703524495, 65, 83, 0, 0.999598663894148, 0, 1.01253699368965, 610, 610
97, 0, 0.997749964116425, 0, 1.04442603740126, 51, 83, 0, 1.00491769826948, 0, 1.01646116441146, 610, 610
98, 0, 0.994586921094172, 0, 1.0421462055611, 51, 83, 0, 1.00192232157377, 0, 1.01258227598769, 610, 610
99, 0, 0.995431074411387, 0, 1.04362207638914, 11, 83, 0, 1.00305090410749, 0, 1.01341681305771, 610, 610
100, 0, 0.996377737408072, 0, 1.04584970123082, 11, 83, 0, 1.00475261630103, 0, 1.01467170513105, 610, 610
101, 0, 0.996489795328528, 0, 1.0461129960036, 11, 83, 0, 1.00495403188831, 0, 1.01482049060311, 610, 610
102, 0, 0.995663809469247, 0, 1.04417105109585, 11, 83, 0, 1.00346972327409, 0, 1.01372438811781, 610, 610
103, 0, 0.992655018051395, 0, 1.03938663086804, 51, 83, 0, 0.999816292482742, 0, 1.01102793066893, 610, 610
104, 0, 0.986298969416817, 0, 1.03787019326958, 65, 83, 0, 0.993762165385369, 0, 1.00659180201089, 610, 610
105, 0, 0.979623112948883, 0, 1.03713626052646, 65, 83, 0, 0.988130413329124, 0, 1.00251828235244, 610, 610
106, 0, 0.982471005744556, 0, 1.04565904410522, 65, 83, 0, 0.991370005831928, 0, 1.00670466950417, 610, 610
107, 0, 0.977589328228395, 0, 1.04012551091559, 65, 83, 0, 0.987242827941153, 0, 1.00367172166038, 610, 610
108, 0, 0.973574492784679, 0, 1.03687847777115, 65, 83, 0, 0.98385371136604, 0, 1.00118474543266, 610, 610
109, 0, 0.973896165163556, 0, 1.03705655073067, 65, 83, 0, 0.984126075388778, 0, 1.00138672993326, 610, 610
110, 0, 0.974305823448875, 0, 1.03727301212337, 65, 83, 0, 0.984471848658815, 0, 1.00164064391376, 610, 610
111, 0, 0.980032101434898, 0, 1.04351803874341, 65, 83, 0, 0.990296183464007, 0, 1.00760887410532, 610, 610
112, 0, 0.979292664306071, 0, 1.04311435539099, 65, 83, 0, 0.989670228219775, 0, 1.00714563063479, 610, 610
113, 0, 0.979203811432743, 0, 1.04307481933681, 65, 83, 0, 0.989596255719433, 0, 1.0070932475534, 610, 610
114, 0, 0.982651035150785, 0, 1.04546923932959, 65, 83, 0, 0.992500575280705, 0, 1.00922050449569, 610, 610
115, 0, 0.984441834690558, 0, 1.04749902517623, 65, 83, 0, 0.994015122820296, 0, 1.01033368114424, 610, 610
116, 0, 0.986261707032633, 0, 1.04959859102323, 65, 83, 0, 0.995617421174021, 0, 1.0114215525679, 610, 610
117, 0, 0.989089411486802, 0, 1.04852812417675, 65, 83, 0, 0.998090680006566, 0, 1.01320399285028, 610, 610
118, 0, 0.989084666594492, 0, 1.04853436911634, 65, 83, 0, 0.998088325902312, 0, 1.01320459000588, 610, 610
119, 0, 0.992900865887707, 0, 1.04444245442018, 65, 83, 0, 1.00123577036007, 0, 1.01553941186413, 610, 610
120, 0, 0.991937167235468, 0, 1.04030703524495, 65, 83, 0, 0.999598663894148, 0, 1.01253699368965, 610, 610
121, 0, 0.997749964116425, 0, 1.04442603740126, 51, 83, 0, 1.00491769826948, 0, 1.01646116441146, 610, 610
122, 0, 0.994586921094172, 0, 1.0421462055611, 51, 83, 0, 1.00192232157377, 0, 1.01258227598769, 610, 610
123, 0, 0.995431074411387, 0, 1.04362207638914, 11, 83, 0, 1.00305090410749, 0, 1.01341681305771, 610, 610
124, 0, 0.996377737408072, 0, 1.04584970123082, 11, 83, 0, 1.00475261630103, 0, 1.01467170513105, 610, 610
125, 0, 0.996489795328528, 0, 1.0461129960036, 11, 83, 0, 1.00495403188831, 0, 1.01482049060311, 610, 610
126, 0, 0.995663809469247, 0, 1.04417105109585, 11, 83, 0, 1.00346972327409, 0, 1.01372438811781, 610, 610
127, 0, 0.992655018051395, 0, 1.03938663086804, 51, 83, 0, 0.999816292482742, 0, 1.01102793066893, 610, 610
128, 0, 0.986298969416817, 0, 1.03787019326958, 65, 83, 0, 0.993762165385369, 0, 1.00659180201089, 610, 610
129, 0, 0.979623112948883, 0, 1.03713626052646, 65, 83, 0, 0.988130413329124, 0, 1.00251828235244, 610, 610
130, 0, 0.982471005744556, 0, 1.04565904410522, 65, 83, 0, 0.991370005831928, 0, 1.00670466950417, 610, 610
131, 0, 0.977589328228395, 0, 1.04012551091559, 65, 83, 0, 0.987242827941153, 0, 1.00367172166038, 610, 610
132, 0, 0.973574492784679, 0, 1.03687847777115, 65, 83, 0, 0.98385371136604, 0, 1.00118474543266, 610, 610
133, 0, 0.973896165163556, 0, 1.03705655073067, 65, 83, 0, 0.984126075388778, 0, 1.00138672993326, 610, 610
134, 0, 0.974305823448875, 0, 1.03727301212337, 65, 83, 0, 0.984471848658815, 0, 1.00164064391376, 610, 610
135, 0, 0.980032101434898, 0, 1.04351803874341, 65, 83, 0, 0.990296183464007, 0, 1.00760887410532, 610, 610
136, 0, 0.979292664306071, 0, 1.04311435539099, 65, 83, 0, 0.989670228219775, 0, 1.00714563063479, 610, 610
137, 0, 0.979203811432743, 0, 1.04307481933681, 65, 83, 0, 0.989596255719433, 0, 1.0070932475534, 610, 610
138, 0, 0.982651035150785, 0, 1.04546923932959, 65, 83, 0, 0.992500575280705, 0, 1.00922050449569, 610, 610
139, 0, 0.984441834690558, 0, 1.04749902517623, 65, 83, 0, 0.994015122820296, 0, 1.01033368114424, 610, 610
140, 0, 0.986261707032633, 0, 1.04959859102323, 65, 83, 0, 0.995617421174021, 0, 1.0114215525679, 610, 610
141, 0, 0.989089411486802, 0, 1.04852812417675, 65, 83, 0, 0.998090680006566, 0, 1.01320399285028, 610, 610
142, 0, 0.989084666594492, 0, 1.04853436911634, 65, 83, 0, 0.998088325902312, 0, 1.01320459000588, 610, 610
143, 0, 0.992900865887707, 0, 1.04444245442018, 65, 83, 0, 1.00123577036007, 0, 1.01553941186413, 610, 610
144, 0, 0.991937167235468, 0, 1.04030703524495, 65, 83, 0, 0.999598663894148, 0, 1.01253699368965, 610, 610
145, 0, 0.997749964116425, 0, 1.04442603740126, 51, 83, 0, 1.00491769826948, 0, 1.01646116441146, 610, 610
146, 0, 0.994586921094172, 0, 1.0421462055611, 51, 83, 0, 1.00192232157377, 0, 1.01258227598769, 610, 610
147, 0, 0.995431074411387, 0, 1.04362207638914, 11, 83, 0, 1.00305090410749, 0, 1.01341681305771, 610, 610
148, 0, 0.996377737408072, 0, 1.04584970123082, 11, 83, 0, 1.00475261630103, 0, 1.01467170513105, 610, 610
149, 0, 0.996489795328528, 0, 1.0461129960036, 11, 83, 0, 1.00495403188831, 0, 1.01482049060311, 610, 610
150, 0, 0.995663809469247, 0, 1.04417105109585, 11, 83, 0, 1.00346972327409, 0, 1.01372438811781, 610, 610
151, 0, 0.992655018051395, 0, 1.03938663086804, 51, 83, 0, 0.999816292482742, 0, 1.01102793066893, 610, 610
152, 0, 0.986298969416817, 0, 1.03787019326958, 65, 83, 0, 0.993762165385369, 0, 1.00659180201089, 610, 610
153, 0, 0.979623112948883, 0, 1.03713626052646, 65, 83, 0, 0.988130413329124, 0, 1.00251828235244, 610, 610
154, 0, 0.982471005744556, 0, 1.04565904410522, 65, 83, 0, 0.991370005831928, 0, 1.00670466950417, 610, 610
155, 0, 0.977589328228395, 0, 1.04012551091559, 65, 83, 0, 0.987242827941153, 0, 1.00367172166038, 610, 610
156, 0, 0.973574492784679, 0, 1.03687847777115, 65, 83, 0, 0.98385371136604, 0, 1.00118474543266, 610, 610
157, 0, 0.973896165163556, 0, 1.03705655073067, 65, 83, 0, 0.984126075388778, 0, 1.00138672993326, 610, 610
158, 0, 0.974305823448875, 0, 1.03727301212337, 65, 83, 0, 0.984471848658815, 0, 1.00164064391376, 610, 610
159, 0, 0.980032101434898, 0, 1.04351803874341, 65, 83, 0, 0.990296183464007, 0, 1.00760887410532, 610, 610
160, 0, 0.979292664306071, 0, 1.04311435539099, 65, 83, 0, 0.989670228219775, 0, 1.00714563063479, 610, 610
161, 0, 0.979203811432743, 0, 1.04307481933681, 65, 83, 0, 0.989596255719433, 0, 1.0070932475534, 610, 610
162, 0, 0.982651035150785, 0, 1.04546923932959, 65, 83, 0, 0.992500575280705, 0, 1.00922050449569, 610, 610
163, 0, 0.984441834690558, 0, 1.04749902517623, 65, 83, 0, 0.994015122820296, 0, 1.01033368114424, 610, 610
164, 0, 0.986261707032633, 0, 1.04959859102323, 65, 83, 0, 0.995617421174021, 0, 1.0114215525679, 610, 610
165, 0, 0.989089411486802, 0, 1.04852812417675, 65, 83, 0, 0.998090680006566, 0, 1.01320399285028, 610, 610
166, 0, 0.989084666594492, 0, 1.04853436911634, 65, 83, 0, 0.998088325902312, 0, 1.01320459000588, 610, 610
167, 0, 0.992900865887707, 0, 1.04444245442018, 65, 83, 0, 1.00123577036007, 0, 1.01553941186413, 610, 610
168, 0, 0.991937167235468, 0, 1.04030703524495, 65, 83, 0, 0.999598663894148, 0, 1.01253699368965, 610, 610
169, 0, 0.997749964116425, 0, 1.04442603740126, 51, 83, 0, 1.00491769826948, 0, 1.01646116441146, 610, 610
170, 0, 0.994586921094172, 0, 1.0421462055611, 51, 83, 0, 1.00192232157377, 0, 1.01258227598769, 610, 610
171, 0, 0.995431074411387, 0, 1.04362207638914, 11, 83, 0, 1.00305090410749, 0, 1.01341681305771, 610, 610
172, 0, 0.996377737408072, 0, 1.04584970123082, 11, 83, 0, 1.00475261630103, 0, 1.01467170513105, 610, 610
173, 0, 0.996489795328528, 0, 1.0461129960036, 11, 83, 0, 1.00495403188831, 0, 1.01482049060311, 610, 610
174, 0, 0.995663809469247, 0, 1.04417105109585, 11, 83, 0, 1.00346972327409, 0, 1.01372438811781, 610, 610
175, 0, 0.992655018051395, 0, 1.03938663086804, 51, 83, 0, 0.999816292482742, 0, 1.01102793066893, 610, 610
176, 0, 0.986298969416817, 0, 1.03787019326958, 65, 83, 0, 0.993762165385369, 0, 1.00659180201089, 610, 610
177, 0, 0.979623112948883, 0, 1.03713626052646, 65, 83, 0, 0.988130413329124, 0, 1.00251828235244, 610, 610
178, 0, 0.982471005744556, 0, 1.04565904410522, 65, 83, 0, 0.991370005831928, 0, 1.00670466950417, 610, 610
179, 0, 0.977589328228395, 0, 1.04012551091559, 65, 83, 0, 0.987242827941153, 0, 1.00367172166038, 610, 610
180, 0, 0.973574492784679, 0, 1.03687847777115, 65, 83, 0, 0.98385371136604, 0, 1.00118474543266, 610, 610
181, 0, 0.973896165163556, 0, 1.03705655073067, 65, 83, 0, 0.984126075388778, 0, 1.00138672993326, 610, 610
182, 0, 0.974305823448875, 0, 1.03727301212337, 65, 83, 0, 0.984471848658815, 0, 1.00164064391376, 610, 610
183, 0, 0.980032101434898, 0, 1.04351803874341, 65, 83, 0, 0.990296183464007, 0, 1.00760887410532, 610, 610
184, 0, 0.979292664306071, 0, 1.04311435539099, 65, 83, 0, 0.989670228219775, 0, 1.00714563063479, 610, 610
185, 0, 0.979203811432743, 0, 1.04307481933681, 65, 83, 0, 0.989596255719433, 0, 1.0070932475534, 610, 610
186, 0, 0.982651035150785, 0, 1.04546923932959, 65, 83, 0, 0.992500575280705, 0, 1.00922050449569, 610, 610
187, 0, 0.984441834690558, 0, 1.04749902517623, 65, 83, 0, 0.994015122820296, 0, 1.01033368114424, 610, 610
188, 0, 0.986261707032633, 0, 1.04959859102323, 65, 83, 0, 0.995617421174021, 0, 1.0114215525679, 610, 610
189, 0, 0.989089411486802, 0, 1.04852812417675, 65, 83, 0, 0.998090680006566, 0, 1.01320399285028, 610, 610
190, 0, 0.989084666594492, 0, 1.04853436911634, 65, 83, 0, 0.998088325902312, 0, 1.01320459000588, 610, 610
191, 0, 0.992900865887707, 0, 1.04444245442018, 65, 83, 0, 1.00123577036007, 0, 1.01553941186413, 610, 610
192, 0, 0.991937167235468, 0, 1.04030703524495, 65, 83, 0, 0.999598663894148, 0, 1.01253699368965, 610, 610
193, 0, 0.997749964116425, 0, 1.04442603740126, 51, 83, 0, 1.00491769826948, 0, 1.01646116441146, 610, 610
194, 0, 0.994586921094172, 0, 1.0421462055611, 51, 83, 0, 1.00192232157377, 0, 1.01258227598769, 610, 610
195, 0, 0.995431074411387, 0, 1.04362207638914, 11, 83, 0, 1.00305090410749, 0, 1.01341681305771, 610, 610
196, 0, 0.996377737408072, 0, 1.04584970123082, 11, 83, 0, 1.00475261630103, 0, 1.01467170513105, 610, 610
197, 0, 0.996489795328528, 0, 1.0461129960036, 11, 83, 0, 1.00495403188831, 0, 1.01482049060311, 610, 610
198, 0, 0.995663809469247, 0, 1.04417105109585, 11, 83, 0, 1.00346972327409, 0, 1.01372438811781, 610, 610
199, 0, 0.992655018051395, 0, 1.03938663086804, 51, 83, 0, 0.999816292482742, 0, 1.01102793066893, 610, 610
200, 0, 0.986298969416817, 0, 1.03787019326958, 65, 83, 0, 0.993762165385369, 0, 1.00659180201089, 610, 610
201, 0, 0.979623112948883, 0, 1.03713626052646, 65, 83, 0, 0.988130413329124, 0, 1.00251828235244, 610, 610
202, 0, 0.982471005744556, 0, 1.04565904410522, 65, 83, 0, 0.991370005831928, 0, 1.00670466950417, 610, 610
203, 0, 0.977589328228395, 0, 1.04012551091559, 65, 83, 0, 0.987242827941153, 0, 1.00367172166038, 610, 610
204, 0, 0.973574492784679, 0, 1.03687847777115, 65, 83, 0, 0.98385371136604, 0, 1.00118474543266, 610, 610
205, 0, 0.973896165163556, 0, 1.03705655073067, 65, 83, 0, 0.984126075388778, 0, 1.00138672993326, 610, 610
206, 0, 0.974305823448875, 0, 1.03727301212337, 65, 83, 0, 0.984471848658815, 0, 1.00164064391376, 610, 610
207, 0, 0.980032101434898, 0, 1.04351803874341, 65, 83, 0, 0.990296183464007, 0, 1.00760887410532, 610, 610
208, 0, 0.979292664306071, 0, 1.04311435539099, 65, 83, 0, 0.989670228219775, 0, 1.00714563063479, 610, 610
209, 0, 0.979203811432743, 0, 1.04307481933681, 65, 83, 0, 0.989596255719433, 0, 1.0070932475534, 610, 610
210, 0, 0.982651035150785, 0, 1.04546923932959, 65, 83, 0, 0.992500575280705, 0, 1.00922050449569, 610, 610
211, 0, 0.984441834690558, 0, 1.04749902517623, 65, 83, 0, 0.994015122820296, 0, 1.01033368114424, 610, 610
212, 0, 0.986261707032633, 0, 1.04959859102323, 65, 83, 0, 0.995617421174021, 0, 1.0114215525679, 610, 610
213, 0, 0.989089411486802, 0, 1.04852812417675, 65, 83, 0, 0.998090680006566, 0, 1.01320399285028, 610, 610
214, 0, 0.989084666594492, 0, 1.04853436911634, 65, 83, 0, 0.998088325902312, 0, 1.01320459000588, 610, 610
215, 0, 0.992900865887707, 0, 1.04444245442018, 65, 83, 0, 1.00123577036007, 0, 1.01553941186413, 610, 610
216, 0, 0.991937167235468, 0, 1.04030703524495, 65, 83, 0, 0.999598663894148, 0, 1.01253699368965, 610, 610
217, 0, 0.997749964116425, 0, 1.04442603740126, 51, 83, 0, 1.00491769826948, 0, 1.01646116441146, 610, 610
218, 0, 0.994586921094172, 0, 1.0421462055611, 51, 83, 0, 1.00192232157377, 0, 1.01258227598769, 610, 610
219, 0, 0.995431074411387, 0, 1.04362207638914, 11, 83, 0, 1.00305090410749, 0, 1.01341681305771, 610, 610
220, 0, 0.996377737408072, 0, 1.04584970123082, 11, 83, 0, 1.00475261630103, 0, 1.01467170513105, 610, 610
