"Hour", kWh, kvarh, "Peak kW", "peak kVA", "Losses kWh", "Losses kvarh", "Peak Losses kW"
45, 3163.63208068934, 1029.76442481739, 3611.9038387977, 3844.21550385883, 72.8083101164078, 145.777843040044, 95.8584383067866
46, 3163.66639715019, 1029.78763252398, 3611.9038387977, 3844.21550385883, 72.8112612947919, 145.784602622101, 95.8584383067866
47, 2988.94433126579, 923.793252418285, 3611.9038387977, 3844.21550385883, 64.8270885019474, 129.682775489989, 95.8584383067866
48, 2716.07558923213, 767.403170138, 3611.9038387977, 3844.21550385883, 54.1249472800276, 108.150891018366, 95.8584383067866
49, 2434.14574252828, 588.98280878174, 3611.9038387977, 3844.21550385883, 43.6037958727356, 86.9780631589992, 95.8584383067866
50, 2240.93106080897, 478.776648672467, 3611.9038387977, 3844.21550385883, 37.6338389771577, 74.9806448590702, 95.8584383067866
51, 2180.93421518682, 441.337314735844, 3611.9038387977, 3844.21550385883, 35.7653762422785, 71.2224748031603, 95.8584383067866
52, 2090.47473159067, 385.078822499811, 3611.9038387977, 3844.21550385883, 33.0709678362778, 65.8027867786769, 95.8584383067866
53, 2079.7445190094, 378.417840810917, 3611.9038387977, 3844.21550385883, 32.7614398542117, 65.1802979850343, 95.8584383067866
54, 2158.75212815068, 427.527374606616, 3611.9038387977, 3844.21550385883, 35.090048314862, 69.8636700377471, 95.8584383067866
55, 2352.55343547096, 548.672158505559, 3611.9038387977, 3844.21550385883, 41.2878019336269, 82.3316965226612, 95.8584383067866
56, 2677.05616416431, 750.36052888802, 3611.9038387977, 3844.21550385883, 53.2106541392515, 106.326288301407, 95.8584383067866
57, 2980.59295090374, 934.736383901679, 3611.9038387977, 3844.21550385883, 66.0869788910581, 132.278509818814, 95.8584383067866
58, 3167.73777677856, 1037.3970699774, 3611.9038387977, 3844.21550385883, 73.8849748866874, 147.973388043553, 95.8584383067866
59, 3382.18311972525, 1177.20529141169, 3611.9038387977, 3844.21550385883, 84.6443304701812, 169.651926414218, 95.8584383067866
60, 3557.32243330733, 1292.3142563956, 3611.9038387977, 3844.21550385883, 94.0826974953189, 188.673819499004, 95.8584383067866
61, 3543.15303715035, 1282.97895523772, 3611.9038387977, 3844.21550385883, 93.2994584405551, 187.096140937988, 95.8584383067866
62, 3525.30058621897, 1271.21474860931, 3611.9038387977, 3844.21550385883, 92.3155867752274, 185.113227184178, 95.8584383067866
63, 3575.47979046953, 1292.08104715025, 3611.9038387977, 3844.21550385883, 93.8414822505114, 188.167553885457, 95.8584383067866
64, 3608.16353692524, 1313.64181877778, 3611.9038387977, 3844.21550385883, 95.6479684767391, 191.806717462446, 95.8584383067866
65, 3611.9038387977, 1316.10922775696, 3611.9038387977, 3844.21550385883, 95.8584383044164, 192.23174797715, 95.8584383067866
66, 3460.96859526312, 1216.79667601248, 3611.9038387977, 3844.21550385883, 87.6545053477882, 175.695708745245, 95.8584383067866
67, 3382.01545472973, 1165.08601158531, 3611.9038387977, 3844.21550385883, 83.5356381964697, 167.396154229363, 95.8584383067866
68, 3298.02993214378, 1113.7153904746, 3611.9038387977, 3844.21550385883, 79.3316021882687, 158.918954556878, 95.8584383067866
69, 3163.63208068934, 1029.76442481739, 3611.9038387977, 3844.21550385883, 72.8083101164078, 145.777843040044, 95.8584383067866
70, 3163.66639715019, 1029.78763252398, 3611.9038387977, 3844.21550385883, 72.8112612947919, 145.784602622101, 95.8584383067866
71, 2988.94433126579, 923.793252418285, 3611.9038387977, 3844.21550385883, 64.8270885019474, 129.682775489989, 95.8584383067866
72, 2716.07558923213, 767.403170138, 3611.9038387977, 3844.21550385883, 54.1249472800276, 108.150891018366, 95.8584383067866
73, 2434.14574252828, 588.98280878174, 3611.9038387977, 3844.21550385883, 43.6037958727356, 86.9780631589992, 95.8584383067866
74, 2240.93106080897, 478.776648672467, 3611.9038387977, 3844.21550385883, 37.6338389771577, 74.9806448590702, 95.8584383067866
75, 2180.93421518682, 441.337314735844, 3611.9038387977, 3844.21550385883, 35.7653762422785, 71.2224748031603, 95.8584383067866
76, 2090.47473159067, 385.078822499811, 3611.9038387977, 3844.21550385883, 33.0709678362778, 65.8027867786769, 95.8584383067866
77, 2079.7445190094, 378.417840810917, 3611.9038387977, 3844.21550385883, 32.7614398542117, 65.1802979850343, 95.8584383067866
78, 2158.75212815068, 427.527374606616, 3611.9038387977, 3844.21550385883, 35.090048314862, 69.8636700377471, 95.8584383067866
79, 2352.55343547096, 548.672158505559, 3611.9038387977, 3844.21550385883, 41.2878019336269, 82.3316965226612, 95.8584383067866
80, 2677.05616416431, 750.36052888802, 3611.9038387977, 3844.21550385883, 53.2106541392515, 106.326288301407, 95.8584383067866
81, 2980.59295090374, 934.736383901679, 3611.9038387977, 3844.21550385883, 66.0869788910581, 132.278509818814, 95.8584383067866
82, 3167.73777677856, 1037.3970699774, 3611.9038387977, 3844.21550385883, 73.8849748866874, 147.973388043553, 95.8584383067866
83, 3382.18311972525, 1177.20529141169, 3611.9038387977, 3844.21550385883, 84.6443304701812, 169.651926414218, 95.8584383067866
84, 3557.32243330733, 1292.3142563956, 3611.9038387977, 3844.21550385883, 94.0826974953189, 188.673819499004, 95.8584383067866
85, 3543.15303715035, 1282.97895523772, 3611.9038387977, 3844.21550385883, 93.2994584405551, 187.096140937988, 95.8584383067866
86, 3525.30058621897, 1271.21474860931, 3611.9038387977, 3844.21550385883, 92.3155867752274, 185.113227184178, 95.8584383067866
87, 3575.47979046953, 1292.08104715025, 3611.9038387977, 3844.21550385883, 93.8414822505114, 188.167553885457, 95.8584383067866
88, 3608.16353692524, 1313.64181877778, 3611.9038387977, 3844.21550385883, 95.6479684767391, 191.806717462446, 95.8584383067866
89, 3611.9038387977, 1316.10922775696, 3611.9038387977, 3844.21550385883, 95.8584383044164, 192.23174797715, 95.8584383067866
90, 3460.96859526312, 1216.79667601248, 3611.9038387977, 3844.21550385883, 87.6545053477882, 175.695708745245, 95.8584383067866
91, 3382.01545472973, 1165.08601158531, 3611.9038387977, 3844.21550385883, 83.5356381964697, 167.396154229363, 95.8584383067866
92, 3298.02993214378, 1113.7153904746, 3611.9038387977, 3844.21550385883, 79.3316021882687, 158.918954556878, 95.8584383067866
93, 3163.63208068934, 1029.76442481739, 3611.9038387977, 3844.21550385883, 72.8083101164078, 145.777843040044, 95.8584383067866
94, 3163.66639715019, 1029.78763252398, 3611.9038387977, 3844.21550385883, 72.8112612947919, 145.784602622101, 95.8584383067866
95, 2988.94433126579, 923.793252418285, 3611.9038387977, 3844.21550385883, 64.8270885019474, 129.682775489989, 95.8584383067866
96, 2716.07558923213, 767.403170138, 3611.9038387977, 3844.21550385883, 54.1249472800276, 108.150891018366, 95.8584383067866
97, 2434.14574252828, 588.98280878174, 3611.9038387977, 3844.21550385883, 43.6037958727356, 86.9780631589992, 95.8584383067866
98, 2240.93106080897, 478.776648672467, 3611.9038387977, 3844.21550385883, 37.6338389771577, 74.9806448590702, 95.8584383067866
99, 2180.93421518682, 441.337314735844, 3611.9038387977, 3844.21550385883, 35.7653762422785, 71.2224748031603, 95.8584383067866
100, 2090.47473159067, 385.078822499811, 3611.9038387977, 3844.21550385883, 33.0709678362778, 65.8027867786769, 95.8584383067866
101, 2079.7445190094, 378.417840810917, 3611.9038387977, 3844.21550385883, 32.7614398542117, 65.1802979850343, 95.8584383067866
102, 2158.75212815068, 427.527374606616, 3611.9038387977, 3844.21550385883, 35.090048314862, 69.8636700377471, 95.8584383067866
103, 2352.55343547096, 548.672158505559, 3611.9038387977, 3844.21550385883, 41.2878019336269, 82.3316965226612, 95.8584383067866
104, 2677.05616416431, 750.36052888802, 3611.9038387977, 3844.21550385883, 53.2106541392515, 106.326288301407, 95.8584383067866
105, 2980.59295090374, 934.736383901679, 3611.9038387977, 3844.21550385883, 66.0869788910581, 132.278509818814, 95.8584383067866
106, 3167.73777677856, 1037.3970699774, 3611.9038387977, 3844.21550385883, 73.8849748866874, 147.973388043553, 95.8584383067866
107, 3382.18311972525, 1177.20529141169, 3611.9038387977, 3844.21550385883, 84.6443304701812, 169.651926414218, 95.8584383067866
108, 3557.32243330733, 1292.3142563956, 3611.9038387977, 3844.21550385883, 94.0826974953189, 188.673819499004, 95.8584383067866
109, 3543.15303715035, 1282.97895523772, 3611.9038387977, 3844.21550385883, 93.2994584405551, 187.096140937988, 95.8584383067866
110, 3525.30058621897, 1271.21474860931, 3611.9038387977, 3844.21550385883, 92.3155867752274, 185.113227184178, 95.8584383067866
111, 3575.47979046953, 1292.08104715025, 3611.9038387977, 3844.21550385883, 93.8414822505114, 188.167553885457, 95.8584383067866
112, 3608.16353692524, 1313.64181877778, 3611.9038387977, 3844.21550385883, 95.6479684767391, 191.806717462446, 95.8584383067866
113, 3611.9038387977, 1316.10922775696, 3611.9038387977, 3844.21550385883, 95.8584383044164, 192.23174797715, 95.8584383067866
114, 3460.96859526312, 1216.79667601248, 3611.9038387977, 3844.21550385883, 87.6545053477882, 175.695708745245, 95.8584383067866
115, 3382.01545472973, 1165.08601158531, 3611.9038387977, 3844.21550385883, 83.5356381964697, 167.396154229363, 95.8584383067866
116, 3298.02993214378, 1113.7153904746, 3611.9038387977, 3844.21550385883, 79.3316021882687, 158.918954556878, 95.8584383067866
117, 3163.63208068934, 1029.76442481739, 3611.9038387977, 3844.21550385883, 72.8083101164078, 145.777843040044, 95.8584383067866
118, 3163.66639715019, 1029.78763252398, 3611.9038387977, 3844.21550385883, 72.8112612947919, 145.784602622101, 95.8584383067866
119, 2988.94433126579, 923.793252418285, 3611.9038387977, 3844.21550385883, 64.8270885019474, 129.682775489989, 95.8584383067866
120, 2716.07558923213, 767.403170138, 3611.9038387977, 3844.21550385883, 54.1249472800276, 108.150891018366, 95.8584383067866
121, 2434.14574252828, 588.98280878174, 3611.9038387977, 3844.21550385883, 43.6037958727356, 86.9780631589992, 95.8584383067866
122, 2240.93106080897, 478.776648672467, 3611.9038387977, 3844.21550385883, 37.6338389771577, 74.9806448590702, 95.8584383067866
123, 2180.93421518682, 441.337314735844, 3611.9038387977, 3844.21550385883, 35.7653762422785, 71.2224748031603, 95.8584383067866
124, 2090.47473159067, 385.078822499811, 3611.9038387977, 3844.21550385883, 33.0709678362778, 65.8027867786769, 95.8584383067866
125, 2079.7445190094, 378.417840810917, 3611.9038387977, 3844.21550385883, 32.7614398542117, 65.1802979850343, 95.8584383067866
126, 2158.75212815068, 427.527374606616, 3611.9038387977, 3844.21550385883, 35.090048314862, 69.8636700377471, 95.8584383067866
127, 2352.55343547096, 548.672158505559, 3611.9038387977, 3844.21550385883, 41.2878019336269, 82.3316965226612, 95.8584383067866
128, 2677.05616416431, 750.36052888802, 3611.9038387977, 3844.21550385883, 53.2106541392515, 106.326288301407, 95.8584383067866
129, 2980.59295090374, 934.736383901679, 3611.9038387977, 3844.21550385883, 66.0869788910581, 132.278509818814, 95.8584383067866
130, 3167.73777677856, 1037.3970699774, 3611.9038387977, 3844.21550385883, 73.8849748866874, 147.973388043553, 95.8584383067866
131, 3382.18311972525, 1177.20529141169, 3611.9038387977, 3844.21550385883, 84.6443304701812, 169.651926414218, 95.8584383067866
132, 3557.32243330733, 1292.3142563956, 3611.9038387977, 3844.21550385883, 94.0826974953189, 188.673819499004, 95.8584383067866
133, 3543.15303715035, 1282.97895523772, 3611.9038387977, 3844.21550385883, 93.2994584405551, 187.096140937988, 95.8584383067866
134, 3525.30058621897, 1271.21474860931, 3611.9038387977, 3844.21550385883, 92.3155867752274, 185.113227184178, 95.8584383067866
135, 3575.47979046953, 1292.08104715025, 3611.9038387977, 3844.21550385883, 93.8414822505114, 188.167553885457, 95.8584383067866
136, 3608.16353692524, 1313.64181877778, 3611.9038387977, 3844.21550385883, 95.6479684767391, 191.806717462446, 95.8584383067866
137, 3611.9038387977, 1316.10922775696, 3611.9038387977, 3844.21550385883, 95.8584383044164, 192.23174797715, 95.8584383067866
138, 3460.96859526312, 1216.79667601248, 3611.9038387977, 3844.21550385883, 87.6545053477882, 175.695708745245, 95.8584383067866
139, 3382.01545472973, 1165.08601158531, 3611.9038387977, 3844.21550385883, 83.5356381964697, 167.396154229363, 95.8584383067866
140, 3298.02993214378, 1113.7153904746, 3611.9038387977, 3844.21550385883, 79.3316021882687, 158.918954556878, 95.8584383067866
141, 3163.63208068934, 1029.76442481739, 3611.9038387977, 3844.21550385883, 72.8083101164078, 145.777843040044, 95.8584383067866
142, 3163.66639715019, 1029.78763252398, 3611.9038387977, 3844.21550385883, 72.8112612947919, 145.784602622101, 95.8584383067866
143, 2988.94433126579, 923.793252418285, 3611.9038387977, 3844.21550385883, 64.8270885019474, 129.682775489989, 95.8584383067866
144, 2716.07558923213, 767.403170138, 3611.9038387977, 3844.21550385883, 54.1249472800276, 108.150891018366, 95.8584383067866
145, 2434.14574252828, 588.98280878174, 3611.9038387977, 3844.21550385883, 43.6037958727356, 86.9780631589992, 95.8584383067866
146, 2240.93106080897, 478.776648672467, 3611.9038387977, 3844.21550385883, 37.6338389771577, 74.9806448590702, 95.8584383067866
147, 2180.93421518682, 441.337314735844, 3611.9038387977, 3844.21550385883, 35.7653762422785, 71.2224748031603, 95.8584383067866
148, 2090.47473159067, 385.078822499811, 3611.9038387977, 3844.21550385883, 33.0709678362778, 65.8027867786769, 95.8584383067866
149, 2079.7445190094, 378.417840810917, 3611.9038387977, 3844.21550385883, 32.7614398542117, 65.1802979850343, 95.8584383067866
150, 2158.75212815068, 427.527374606616, 3611.9038387977, 3844.21550385883, 35.090048314862, 69.8636700377471, 95.8584383067866
151, 2352.55343547096, 548.672158505559, 3611.9038387977, 3844.21550385883, 41.2878019336269, 82.3316965226612, 95.8584383067866
152, 2677.05616416431, 750.36052888802, 3611.9038387977, 3844.21550385883, 53.2106541392515, 106.326288301407, 95.8584383067866
153, 2980.59295090374, 934.736383901679, 3611.9038387977, 3844.21550385883, 66.0869788910581, 132.278509818814, 95.8584383067866
154, 3167.73777677856, 1037.3970699774, 3611.9038387977, 3844.21550385883, 73.8849748866874, 147.973388043553, 95.8584383067866
155, 3382.18311972525, 1177.20529141169, 3611.9038387977, 3844.21550385883, 84.6443304701812, 169.651926414218, 95.8584383067866
156, 3557.32243330733, 1292.3142563956, 3611.9038387977, 3844.21550385883, 94.0826974953189, 188.673819499004, 95.8584383067866
157, 3543.15303715035, 1282.97895523772, 3611.9038387977, 3844.21550385883, 93.2994584405551, 187.096140937988, 95.8584383067866
158, 3525.30058621897, 1271.21474860931, 3611.9038387977, 3844.21550385883, 92.3155867752274, 185.113227184178, 95.8584383067866
159, 3575.47979046953, 1292.08104715025, 3611.9038387977, 3844.21550385883, 93.8414822505114, 188.167553885457, 95.8584383067866
160, 3608.16353692524, 1313.64181877778, 3611.9038387977, 3844.21550385883, 95.6479684767391, 191.806717462446, 95.8584383067866
161, 3611.9038387977, 1316.10922775696, 3611.9038387977, 3844.21550385883, 95.8584383044164, 192.23174797715, 95.8584383067866
162, 3460.96859526312, 1216.79667601248, 3611.9038387977, 3844.21550385883, 87.6545053477882, 175.695708745245, 95.8584383067866
163, 3382.01545472973, 1165.08601158531, 3611.9038387977, 3844.21550385883, 83.5356381964697, 167.396154229363, 95.8584383067866
164, 3298.02993214378, 1113.7153904746, 3611.9038387977, 3844.21550385883, 79.3316021882687, 158.918954556878, 95.8584383067866
165, 3163.63208068934, 1029.76442481739, 3611.9038387977, 3844.21550385883, 72.8083101164078, 145.777843040044, 95.8584383067866
166, 3163.66639715019, 1029.78763252398, 3611.9038387977, 3844.21550385883, 72.8112612947919, 145.784602622101, 95.8584383067866
167, 2988.94433126579, 923.793252418285, 3611.9038387977, 3844.21550385883, 64.8270885019474, 129.682775489989, 95.8584383067866
168, 2716.07558923213, 767.403170138, 3611.9038387977, 3844.21550385883, 54.1249472800276, 108.150891018366, 95.8584383067866
169, 2434.14574252828, 588.98280878174, 3611.9038387977, 3844.21550385883, 43.6037958727356, 86.9780631589992, 95.8584383067866
170, 2240.93106080897, 478.776648672467, 3611.9038387977, 3844.21550385883, 37.6338389771577, 74.9806448590702, 95.8584383067866
171, 2180.93421518682, 441.337314735844, 3611.9038387977, 3844.21550385883, 35.7653762422785, 71.2224748031603, 95.8584383067866
172, 2090.47473159067, 385.078822499811, 3611.9038387977, 3844.21550385883, 33.0709678362778, 65.8027867786769, 95.8584383067866
173, 2079.7445190094, 378.417840810917, 3611.9038387977, 3844.21550385883, 32.7614398542117, 65.1802979850343, 95.8584383067866
174, 2158.75212815068, 427.527374606616, 3611.9038387977, 3844.21550385883, 35.090048314862, 69.8636700377471, 95.8584383067866
175, 2352.55343547096, 548.672158505559, 3611.9038387977, 3844.21550385883, 41.2878019336269, 82.3316965226612, 95.8584383067866
176, 2677.05616416431, 750.36052888802, 3611.9038387977, 3844.21550385883, 53.2106541392515, 106.326288301407, 95.8584383067866
177, 2980.59295090374, 934.736383901679, 3611.9038387977, 3844.21550385883, 66.0869788910581, 132.278509818814, 95.8584383067866
178, 3167.73777677856, 1037.3970699774, 3611.9038387977, 3844.21550385883, 73.8849748866874, 147.973388043553, 95.8584383067866
179, 3382.18311972525, 1177.20529141169, 3611.9038387977, 3844.21550385883, 84.6443304701812, 169.651926414218, 95.8584383067866
180, 3557.32243330733, 1292.3142563956, 3611.9038387977, 3844.21550385883, 94.0826974953189, 188.673819499004, 95.8584383067866
181, 3543.15303715035, 1282.97895523772, 3611.9038387977, 3844.21550385883, 93.2994584405551, 187.096140937988, 95.8584383067866
182, 3525.30058621897, 1271.21474860931, 3611.9038387977, 3844.21550385883, 92.3155867752274, 185.113227184178, 95.8584383067866
183, 3575.47979046953, 1292.08104715025, 3611.9038387977, 3844.21550385883, 93.8414822505114, 188.167553885457, 95.8584383067866
184, 3608.16353692524, 1313.64181877778, 3611.9038387977, 3844.21550385883, 95.6479684767391, 191.806717462446, 95.8584383067866
185, 3611.9038387977, 1316.10922775696, 3611.9038387977, 3844.21550385883, 95.8584383044164, 192.23174797715, 95.8584383067866
186, 3460.96859526312, 1216.79667601248, 3611.9038387977, 3844.21550385883, 87.6545053477882, 175.695708745245, 95.8584383067866
187, 3382.01545472973, 1165.08601158531, 3611.9038387977, 3844.21550385883, 83.5356381964697, 167.396154229363, 95.8584383067866
188, 3298.02993214378, 1113.7153904746, 3611.9038387977, 3844.21550385883, 79.3316021882687, 158.918954556878, 95.8584383067866
189, 3163.63208068934, 1029.76442481739, 3611.9038387977, 3844.21550385883, 72.8083101164078, 145.777843040044, 95.8584383067866
190, 3163.66639715019, 1029.78763252398, 3611.9038387977, 3844.21550385883, 72.8112612947919, 145.784602622101, 95.8584383067866
191, 2988.94433126579, 923.793252418285, 3611.9038387977, 3844.21550385883, 64.8270885019474, 129.682775489989, 95.8584383067866
192, 2716.07558923213, 767.403170138, 3611.9038387977, 3844.21550385883, 54.1249472800276, 108.150891018366, 95.8584383067866
193, 2434.14574252828, 588.98280878174, 3611.9038387977, 3844.21550385883, 43.6037958727356, 86.9780631589992, 95.8584383067866
194, 2240.93106080897, 478.776648672467, 3611.9038387977, 3844.21550385883, 37.6338389771577, 74.9806448590702, 95.8584383067866
195, 2180.93421518682, 441.337314735844, 3611.9038387977, 3844.21550385883, 35.7653762422785, 71.2224748031603, 95.8584383067866
196, 2090.47473159067, 385.078822499811, 3611.9038387977, 3844.21550385883, 33.0709678362778, 65.8027867786769, 95.8584383067866
197, 2079.7445190094, 378.417840810917, 3611.9038387977, 3844.21550385883, 32.7614398542117, 65.1802979850343, 95.8584383067866
198, 2158.75212815068, 427.527374606616, 3611.9038387977, 3844.21550385883, 35.090048314862, 69.8636700377471, 95.8584383067866
199, 2352.55343547096, 548.672158505559, 3611.9038387977, 3844.21550385883, 41.2878019336269, 82.3316965226612, 95.8584383067866
200, 2677.05616416431, 750.36052888802, 3611.9038387977, 3844.21550385883, 53.2106541392515, 106.326288301407, 95.8584383067866
201, 2980.59295090374, 934.736383901679, 3611.9038387977, 3844.21550385883, 66.0869788910581, 132.278509818814, 95.8584383067866
202, 3167.73777677856, 1037.3970699774, 3611.9038387977, 3844.21550385883, 73.8849748866874, 147.973388043553, 95.8584383067866
203, 3382.18311972525, 1177.20529141169, 3611.9038387977, 3844.21550385883, 84.6443304701812, 169.651926414218, 95.8584383067866
204, 3557.32243330733, 1292.3142563956, 3611.9038387977, 3844.21550385883, 94.0826974953189, 188.673819499004, 95.8584383067866
205, 3543.15303715035, 1282.97895523772, 3611.9038387977, 3844.21550385883, 93.2994584405551, 187.096140937988, 95.8584383067866
206, 3525.30058621897, 1271.21474860931, 3611.9038387977, 3844.21550385883, 92.3155867752274, 185.113227184178, 95.8584383067866
207, 3575.47979046953, 1292.08104715025, 3611.9038387977, 3844.21550385883, 93.8414822505114, 188.167553885457, 95.8584383067866
208, 3608.16353692524, 1313.64181877778, 3611.9038387977, 3844.21550385883, 95.6479684767391, 191.806717462446, 95.8584383067866
209, 3611.9038387977, 1316.10922775696, 3611.9038387977, 3844.21550385883, 95.8584383044164, 192.23174797715, 95.8584383067866
210, 3460.96859526312, 1216.79667601248, 3611.9038387977, 3844.21550385883, 87.6545053477882, 175.695708745245, 95.8584383067866
211, 3382.01545472973, 1165.08601158531, 3611.9038387977, 3844.21550385883, 83.5356381964697, 167.396154229363, 95.8584383067866
212, 3298.02993214378, 1113.7153904746, 3611.9038387977, 3844.21550385883, 79.3316021882687, 158.918954556878, 95.8584383067866
213, 3163.63208068934, 1029.76442481739, 3611.9038387977, 3844.21550385883, 72.8083101164078, 145.777843040044, 95.8584383067866
214, 3163.66639715019, 1029.78763252398, 3611.9038387977, 3844.21550385883, 72.8112612947919, 145.784602622101, 95.8584383067866
215, 2988.94433126579, 923.793252418285, 3611.9038387977, 3844.21550385883, 64.8270885019474, 129.682775489989, 95.8584383067866
216, 2716.07558923213, 767.403170138, 3611.9038387977, 3844.21550385883, 54.1249472800276, 108.150891018366, 95.8584383067866
217, 2434.14574252828, 588.98280878174, 3611.9038387977, 3844.21550385883, 43.6037958727356, 86.9780631589992, 95.8584383067866
