b18925, 3, 7417.532, 105.637
b22561, 1, 7352.32, -8.361883
b22569, 1, 7352.247, -8.362327
b4591, 1, 7472.998, -11.35413
b4591, 2, 7451.554, -131.7152
b4591, 3, 7394.941, 106.7351
b4588, 1, 7472.384, -11.35471
b4588, 2, 7451.051, -131.7155
b4588, 3, 7394.288, 106.7346
b23879, 3, 7370.573, 106.7736
b23880, 3, 7369.726, 106.7737
b9952, 2, 7454.409, -131.6772
b9952, 3, 7388.733, 106.7397
b3066, 2, 7454.076, -131.673
b3066, 3, 7386.954, 106.7347
b60407, 2, 7277.004, -134.8896
b60404, 2, 7274.383, -134.8893
b13630, 1, 7364.642, -7.75876
b13630, 2, 7345.641, -127.9694
b13630, 3, 7308.87, 111.5176
b5199, 1, 7363.772, -7.789298
b5199, 2, 7344.124, -128.0006
b5199, 3, 7307.297, 111.4793
b63363, 2, 7229.171, -135.4766
b63365, 2, 7229.095, -135.4766
b26202, 3, 7358.35, 106.7052
b26203, 3, 7358.326, 106.7052
b4824, 1, 7447.5, -11.4148
b4824, 2, 7453.935, -132.1352
b4824, 3, 7453.954, 106.9067
b18823, 1, 7447.485, -11.41479
b18823, 2, 7453.921, -132.1353
b18823, 3, 7453.946, 106.9067
b61253, 3, 7406.081, 105.461
b23868, 3, 7381.845, 106.7721
b23869, 3, 7380.59, 106.7723
b2547, 1, 7351.6, -8.349917
b2547, 3, 7270.961, 110.7577
b2547, 2, 7318.339, -128.5032
b56446, 1, 7351.594, -8.349954
6039329105, 3, 7380.939, 105.511
6040429119, 3, 7380.939, 105.511
b43427, 1, 7211.812, -12.68568
b43427, 2, 7241.191, -135.4621
b43429, 1, 7211.325, -12.67698
b43429, 2, 7237.048, -135.4671
b19181, 1, 7473.77, -11.29221
b19181, 2, 7463.303, -131.743
b19181, 3, 7421.472, 106.894
b19183, 1, 7474.123, -11.29736
b19183, 2, 7462.515, -131.7393
b19183, 3, 7419.244, 106.8787
g36581, 3, 7235.103, 110.6971
5992128369, 3, 7235.044, 110.697
b18982, 3, 7363.891, 105.598
b18986, 3, 7361.742, 105.5984
b8594, 1, 7476.716, -11.3203
b8594, 2, 7458.955, -131.7162
b8594, 3, 7408.301, 106.8035
b13651, 1, 7477.263, -11.32505
b13651, 2, 7458.417, -131.7111
b13651, 3, 7406.355, 106.7909
6031828869, 3, 7372.495, 105.4619
6034528885, 3, 7372.327, 105.4619
6034628876, 3, 7372.303, 105.4619
b37083, 1, 7472.948, -11.29711
b37083, 2, 7462.219, -131.7404
b37083, 3, 7419, 106.8805
b62634, 1, 7472.86, -11.29706
b3065, 2, 7453.327, -131.6639
b3065, 3, 7383.105, 106.7238
b17575, 2, 7453.104, -131.6615
b17575, 3, 7381.937, 106.7223
b10925, 3, 7394.077, 106.7343
b23405, 1, 7348.614, -8.3159
b23406, 1, 7348.482, -8.315821
b4598, 1, 7475.244, -11.35163
b4598, 2, 7453.522, -131.7149
b4598, 3, 7397.74, 106.7382
b4594, 1, 7473.942, -11.35323
b4594, 2, 7452.35, -131.7148
b4594, 3, 7395.984, 106.7362
b52160, 3, 7408.438, 105.5147
6018228840, 3, 7408.338, 105.5147
5938028173, 3, 7225.446, 110.6974
5934528183, 3, 7225.067, 110.6972
b5186, 1, 7353.385, -8.195905
b5186, 2, 7324.174, -128.4115
b5186, 3, 7286.455, 110.9645
b5185, 1, 7352.548, -8.230835
b5185, 2, 7322.493, -128.4467
b5185, 3, 7284.685, 110.92
b48179, 3, 7372.78, 105.4619
b48180, 3, 7372.7, 105.4619
b18911, 1, 7287.325, -12.68987
b18911, 2, 7371.355, -134.2926
b18911, 3, 7423.506, 105.7991
5985928722, 1, 7287.316, -12.68988
g35572, 1, 7463.213, -11.35336
g35572, 2, 7443.555, -131.7344
g35572, 3, 7390.795, 106.7364
g35573, 1, 7463.034, -11.35312
g35573, 2, 7443.39, -131.7345
g35573, 3, 7390.692, 106.7365
b10227, 1, 7477.343, -11.09251
b10227, 3, 7462.678, 107.2361
b4867, 1, 7477.343, -11.09251
b4867, 3, 7462.678, 107.2361
b59582, 3, 7370.678, 105.4619
g33465, 2, 7270.99, -134.889
g33468, 2, 7269.946, -134.889
b50641, 1, 7315.066, -12.88724
b42556, 2, 7282.979, -134.8904
b51327, 2, 7281.956, -134.8902
b16709, 3, 7386.093, 106.7717
b56679, 2, 7193.249, -135.5064
b4862, 1, 7476.253, -11.11383
b4862, 2, 7479.723, -131.7107
b4862, 3, 7461.284, 107.2095
b18921, 1, 7257.672, -12.82261
b18921, 2, 7351.774, -134.504
b18921, 3, 7420.259, 105.6862
6000828811, 1, 7253.379, -12.84216
6000828811, 2, 7349.03, -134.5348
6000828811, 3, 7419.838, 105.67
b18989, 3, 7360.315, 105.5986
b18995, 3, 7357.76, 105.599
b39822, 3, 7365.881, 105.462
b55822, 3, 7365.302, 105.462
g42393, 3, 7400.898, 106.5587
g42394, 3, 7400.881, 106.5587
b36181, 3, 7249.181, 110.6983
b36183, 3, 7245.256, 110.6981
b61236, 3, 7221.853, 108.3773
b62294, 3, 7221.795, 108.3773
g35318, 2, 7194.918, -135.5043
g35320, 2, 7194.76, -135.5042
b61012, 3, 7402.112, 106.5585
b61013, 3, 7401.78, 106.5585
5863228358, 1, 7426.992, -11.58488
5863228358, 2, 7438.218, -132.3997
5863228358, 3, 7452.284, 106.7594
5864528351, 1, 7426.422, -11.58399
5864528351, 2, 7437.651, -132.3987
5864528351, 3, 7451.707, 106.7603
b41874, 1, 7217.497, -12.70918
b41874, 2, 7252.938, -135.4432
b41876, 1, 7212.584, -12.70047
b41876, 2, 7248.226, -135.4537
b12328, 1, 7323.041, -12.89122
g40623, 1, 7322.974, -12.89117
b24157, 1, 7363.218, -11.82951
b24157, 2, 7385.934, -132.8761
b24157, 3, 7447.038, 106.5426
b34541, 1, 7362.529, -11.82901
b34541, 2, 7385.488, -132.8765
b34541, 3, 7446.722, 106.5433
b34542, 1, 7361.228, -11.82793
b34542, 2, 7384.543, -132.877
b34542, 3, 7446.077, 106.5446
b34545, 1, 7358.122, -11.8249
b34545, 2, 7381.999, -132.8781
b34545, 3, 7444.4, 106.5471
b19069, 3, 7384.565, 106.8941
b19071, 3, 7383.149, 106.8942
g40318, 3, 7367.791, 105.462
b39820, 3, 7367.334, 105.462
b55237, 3, 7361.135, 106.7048
5857829226, 3, 7361.108, 106.7048
b4541, 1, 7462.278, -11.35334
b4541, 2, 7443.23, -131.737
b4541, 3, 7391.006, 106.7383
g36737, 1, 7462.254, -11.35336
b12753, 2, 7455.046, -131.6848
b12753, 3, 7392.516, 106.7444
b9951, 2, 7454.828, -131.6822
b9951, 3, 7391.198, 106.7428
5920428274, 3, 7400.798, 106.5587
b24280, 3, 7305.031, 106.9007
b24281, 3, 7304.908, 106.9008
b18912, 1, 7283.64, -12.70589
b18912, 2, 7368.87, -134.3187
b18912, 3, 7423.123, 105.7854
b42005, 1, 7347.663, -8.363566
b16655, 1, 7346.742, -8.363032
b60939, 3, 7227.329, 110.6976
b60940, 3, 7226.685, 110.6976
b17220, 1, 7469.593, -11.35532
b17220, 2, 7449.196, -131.7206
b17220, 3, 7393.183, 106.7358
b978, 3, 7435.018, 106.1381
b47686, 3, 7434.958, 106.1381
b4995, 1, 7336.346, -8.89314
b4995, 2, 7289.698, -129.1917
b4995, 3, 7261.432, 110.0805
b4994, 1, 7335.713, -8.920462
b4994, 2, 7288.369, -129.2229
b4994, 3, 7260.563, 110.0458
b61631, 1, 7357.957, -11.82476
b61631, 2, 7381.875, -132.8782
b61631, 3, 7444.317, 106.5473
b61632, 1, 7357.367, -11.82411
b61632, 2, 7381.326, -132.8783
b61632, 3, 7443.966, 106.5477
b18886, 1, 7361.614, -12.37034
b18886, 2, 7419.987, -133.7956
b18886, 3, 7432.412, 106.0614
b18887, 1, 7358.548, -12.38337
b18887, 2, 7418.012, -133.8156
b18887, 3, 7432.019, 106.0509
b18898, 1, 7323.53, -12.53377
b18898, 2, 7395.151, -134.0469
b18898, 3, 7427.515, 105.9278
5982129657, 2, 7201.745, -135.5083
5979429639, 2, 7201.582, -135.5083
6022828946, 1, 7186.374, -13.04333
6022828946, 2, 7297.197, -134.8924
6022828946, 3, 7405.056, 105.4404
b18941, 1, 7180.836, -13.06619
b18941, 2, 7295.431, -134.9203
b18941, 3, 7403.387, 105.4232
b47666, 1, 7468.151, -11.20393
b47666, 2, 7468.642, -131.8062
b47666, 3, 7451.616, 107.0938
b394, 2, 7195.069, -131.2842
b29518, 2, 7195.029, -131.2842
g43124, 3, 7367.472, 105.4621
g40138, 3, 7367.192, 105.4621
b18853, 1, 7334.49, -11.93872
b18853, 2, 7360.11, -133.0922
b18853, 3, 7447.036, 106.4333
b18855, 1, 7327.942, -11.96337
b18855, 2, 7355.039, -133.1358
b18855, 3, 7446.382, 106.4115
b4676, 1, 7468.83, -11.20716
b4676, 2, 7470.841, -131.8071
b4676, 3, 7452.748, 107.0954
b4673, 1, 7468.5, -11.20648
b4673, 2, 7470.372, -131.8071
b4673, 3, 7452.482, 107.0954
b60873, 3, 7236.697, 110.6977
b60874, 3, 7236.535, 110.6976
b19062, 1, 7475.368, -11.31463
b19062, 3, 7393.852, 106.8932
b45444, 3, 7387.764, 106.7713
b45445, 3, 7387.52, 106.7714
b4889, 1, 7295.275, -10.70076
b4889, 2, 7199.743, -131.2476
b4889, 3, 7199.244, 107.7422
b17925, 2, 7452.927, -131.7143
b57500, 2, 7452.859, -131.7143
b19028, 1, 7324.555, -12.89167
b19028, 2, 7353.864, -135.2207
b14324, 1, 7322.71, -12.88862
b14324, 2, 7352.153, -135.2245
b60757, 3, 7416.409, 105.6232
b15824, 3, 7356.063, 106.8964
b60841, 3, 7355.43, 106.8964
g34720, 3, 7357.538, 106.7752
g34723, 3, 7357.472, 106.7752
b4731, 3, 7399.022, 106.7697
b22571, 3, 7397.018, 106.77
b52575, 2, 7198.975, -135.5049
b52580, 2, 7197.357, -135.5047
b13554, 1, 7318.717, -12.88929
b13555, 1, 7317.874, -12.88885
b61613, 3, 7356.357, 106.7754
b61615, 3, 7356.136, 106.7754
b23885, 3, 7366.069, 106.7742
b23889, 3, 7364.36, 106.7744
b56618, 1, 7196.819, -12.69297
b56616, 1, 7196.056, -12.69266
b43439, 1, 7208.649, -12.60314
b43439, 2, 7202.094, -135.508
b43440, 1, 7208.646, -12.60265
b43440, 2, 7201.863, -135.5082
5973729472, 2, 7197.338, -135.5047
g44631, 2, 7211.392, -135.4976
g44631, 1, 7208.859, -12.62292
g44632, 2, 7211.37, -135.4976
b14647, 2, 7361.893, -133.0702
5904428572, 2, 7361.094, -133.0699
b41086, 2, 7468.623, -131.8058
b41086, 3, 7451.537, 107.0933
b41085, 2, 7468.511, -131.8056
b41085, 3, 7451.437, 107.0931
b19019, 1, 7368.174, -12.9286
b19019, 2, 7376.669, -135.1497
b19021, 1, 7358.604, -12.92072
b19021, 2, 7371.765, -135.1652
6063329279, 2, 7391.269, -135.1032
6053129341, 2, 7390.822, -135.1031
b18968, 3, 7374.748, 105.5966
b18968, 1, 7048.476, -12.99579
b18968, 2, 7233.154, -135.0346
6059129162, 3, 7374.735, 105.5966
b60933, 3, 7230.43, 110.6978
b60934, 3, 7229.694, 110.6977
5993629800, 2, 7193.462, -135.5064
b63785, 3, 7420.249, 105.6862
b59171, 2, 7230.591, -130.6641
b59172, 2, 7230.521, -130.6641
b4617, 1, 7476.313, -11.34582
b4617, 2, 7453.079, -131.714
b4617, 3, 7399.081, 106.74
b4618, 1, 7476.311, -11.34568
b4618, 2, 7453.032, -131.7142
b4618, 3, 7399.099, 106.74
b4619, 1, 7476.308, -11.34554
b4619, 2, 7452.986, -131.7143
b4619, 3, 7399.116, 106.7399
5965129301, 2, 7194.561, -135.5042
5962929303, 2, 7194.476, -135.5042
b4825, 1, 7445.434, -11.43452
b4825, 2, 7452.365, -132.1661
b4825, 3, 7454.047, 106.8892
b4826, 1, 7443.963, -11.44868
b4826, 2, 7451.267, -132.1879
b4826, 3, 7454.102, 106.8768
g33472, 2, 7269.185, -134.8892
g33473, 2, 7269.185, -134.8892
b4857, 1, 7419.068, -11.64884
b4857, 2, 7432.81, -132.5103
b4857, 3, 7453.851, 106.7083
b28551, 1, 7419.044, -11.64878
b28551, 2, 7432.763, -132.5103
b28551, 3, 7453.824, 106.7083
b4796, 1, 7470.53, -11.22872
b4796, 2, 7469.37, -131.7914
b4796, 3, 7445.322, 107.0456
b4795, 1, 7470.738, -11.23273
b4795, 2, 7468.971, -131.7884
b4795, 3, 7443.801, 107.0359
b18967, 1, 7048.13, -12.99456
b18967, 2, 7233.21, -135.0375
b18967, 3, 7376.038, 105.598
b4601, 1, 7476.06, -11.34975
b4601, 2, 7454.352, -131.7141
b4601, 3, 7398.91, 106.7409
b4600, 1, 7475.905, -11.35089
b4600, 2, 7454.174, -131.7149
b4600, 3, 7398.671, 106.7394
b42550, 2, 7292.827, -134.8918
b42551, 2, 7291.094, -134.8915
b5188, 1, 7355.037, -8.127691
b5188, 2, 7327.505, -128.3425
b5188, 3, 7289.914, 111.0515
b5194, 1, 7360.237, -7.919486
b5194, 2, 7337.685, -128.1322
b5194, 3, 7300.56, 111.3157
b5193, 1, 7359.332, -7.955302
b5193, 2, 7335.909, -128.1685
b5193, 3, 7298.721, 111.2701
b60872, 3, 7236.858, 110.6977
g35776, 3, 7236.838, 110.6977
b4837, 1, 7422.607, -11.62913
b4837, 2, 7435.094, -132.4677
b4837, 3, 7452.719, 106.7213
b18820, 1, 7420.94, -11.63734
b18820, 2, 7433.347, -132.4738
b18820, 3, 7450.35, 106.7134
b41859, 1, 7269.707, -12.79664
b41859, 2, 7301.034, -135.3349
b41861, 1, 7261.641, -12.78282
b41861, 2, 7293.392, -135.3517
b19011, 1, 7406.745, -12.96006
b19011, 2, 7396.333, -135.0872
b19013, 1, 7396.815, -12.95202
b19013, 2, 7391.298, -135.1032
b40571, 1, 7424.881, -11.58232
b40571, 2, 7436.07, -132.4009
b40571, 3, 7451.072, 106.7601
b56325, 1, 7424.799, -11.58223
b56325, 2, 7435.994, -132.4009
b56325, 3, 7451.023, 106.7601
b60931, 3, 7231.899, 110.6978
g42979, 3, 7231.873, 110.6978
b45417, 1, 7472.897, -11.29714
b45417, 2, 7462.138, -131.7402
b45417, 3, 7418.829, 106.8804
5839828569, 1, 7472.807, -11.29704
5839828569, 2, 7462.054, -131.7402
5839828569, 3, 7418.777, 106.8804
b60930, 3, 7232.781, 110.6978
b12326, 1, 7324.168, -12.89191
b12326, 2, 7353.957, -135.2211
b18795, 1, 7483.384, -10.99036
b58961, 1, 7483.367, -10.99046
b61235, 3, 7221.937, 108.3773
b18998, 3, 7356.638, 105.5992
b18999, 3, 7356.346, 105.5993
b4091, 1, 7468.594, -11.21642
b4091, 2, 7470.637, -131.8205
b4091, 3, 7453.125, 107.0869
b4811, 1, 7466.542, -11.23559
b4811, 2, 7468.984, -131.8509
b4811, 3, 7453.177, 107.0693
b23613, 1, 7473.63, -11.29717
b23613, 2, 7462.358, -131.7398
b23613, 3, 7419.161, 106.8794
b43433, 1, 7209.454, -12.6453
b43433, 2, 7221.956, -135.4855
b62314, 1, 7209.362, -12.64237
b62314, 2, 7220.575, -135.4871
g40234, 1, 7314.762, -12.88706
g44010, 1, 7314.69, -12.88703
b28637, 3, 7363.883, 106.896
b28640, 3, 7363.791, 106.8956
b23283, 1, 7350.466, -8.317019
b23283, 2, 7318.362, -128.5338
b23283, 3, 7280.383, 110.8105
b4968, 1, 7320.154, -9.666865
b4968, 2, 7253.304, -130.0741
b4968, 3, 7237.584, 109.0903
b4965, 1, 7318.548, -9.749764
b4965, 2, 7249.546, -130.169
b4965, 3, 7235.202, 108.984
b35248, 1, 7349.913, -8.316678
b41906, 1, 7349.574, -8.316468
b28087, 3, 7438.07, 106.2166
b28087, 1, 7406.371, -12.1858
b28087, 2, 7450.348, -133.5035
5932628553, 3, 7438.059, 106.2166
b24506, 3, 7359.411, 106.7051
b13649, 3, 7403.144, 106.7691
b13649, 1, 7478.178, -11.33193
b13649, 2, 7457.408, -131.7033
b4729, 3, 7401.647, 106.7693
b44725, 1, 7314.629, -12.88711
b10927, 3, 7393.316, 106.7344
b53877, 3, 7393.304, 106.7344
b41546, 1, 7293.794, -10.72715
b41546, 2, 7196.177, -131.2833
b41546, 3, 7197.97, 107.7022
b41547, 1, 7293.666, -10.72619
b41547, 2, 7195.71, -131.2837
b41547, 3, 7198.002, 107.702
b4587, 1, 7472.025, -11.35476
b4587, 2, 7450.818, -131.7162
b4587, 3, 7394.173, 106.7348
b4586, 1, 7471.565, -11.35496
b4586, 2, 7450.57, -131.717
b4586, 3, 7394.008, 106.7351
g33462, 2, 7271.946, -134.889
g33464, 2, 7271.426, -134.889
b61695, 3, 7357.219, 106.7054
b61759, 3, 7357.004, 106.7055
b18914, 1, 7278.264, -12.72959
b18914, 2, 7365.349, -134.3565
b18914, 3, 7422.532, 105.7654
b16658, 1, 7346.612, -8.362951
b13923, 3, 7366.312, 106.8957
b27838, 3, 7366.251, 106.8957
b12329, 1, 7322.479, -12.89087
6000729625, 2, 7224.312, -135.4826
6000729625, 1, 7209.727, -12.65025
6000229623, 2, 7224.292, -135.4826
b19002, 3, 7355.655, 105.5994
b31171, 3, 7355.614, 105.5994
b4799, 1, 7470.205, -11.22465
b4802, 1, 7470.144, -11.2246
b61017, 3, 7401.014, 106.5587
b13557, 1, 7316.662, -12.88819
b18934, 3, 7408.914, 105.5146
b18934, 1, 7208.15, -12.97866
b18934, 2, 7313.912, -134.7742
b52170, 3, 7408.801, 105.5146
b61692, 3, 7361.706, 105.4617
g43859, 3, 7361.677, 105.4616
b66412, 3, 7236.375, 110.6976
b49346, 1, 7346.174, -8.362701
b55238, 3, 7361.11, 106.7048
b15828, 3, 7351.187, 106.8967
b56673, 2, 7195.402, -135.5068
b60889, 2, 7195.304, -135.5067
b4656, 3, 7388.321, 106.8938
b19066, 3, 7386.964, 106.8939
b11364, 1, 7350.485, -8.317526
b11364, 2, 7318.346, -128.5334
b11364, 3, 7280.226, 110.8096
b11365, 1, 7350.626, -8.321298
b11365, 2, 7318.222, -128.5302
b11365, 3, 7279.056, 110.8025
b54169, 3, 7360.067, 106.7749
b19043, 2, 7468.795, -131.8061
b19043, 1, 7468.315, -11.20414
b19043, 3, 7451.711, 107.0937
g36732, 2, 7468.784, -131.8062
b4755, 3, 7422.117, 106.8983
b13657, 3, 7422.089, 106.8983
b18928, 3, 7414.459, 105.5967
b18928, 1, 7232.061, -12.90776
b18928, 2, 7332.631, -134.648
b61732, 3, 7414.43, 105.5967
b24270, 3, 7306.369, 106.9006
b24275, 3, 7305.93, 106.9006
b5218, 1, 7381.898, -7.154324
b5218, 2, 7376.273, -127.3574
b5218, 3, 7341.448, 112.2784
b5213, 1, 7377.245, -7.318974
b5213, 2, 7367.802, -127.5227
b5213, 3, 7332.186, 112.0698
b63377, 3, 7355.807, 106.7754
b63378, 3, 7355.779, 106.7754
b47683, 3, 7451, 106.7599
b47683, 1, 7424.904, -11.58222
b47683, 2, 7435.979, -132.4008
