Time, "kWh", "kvarh", "Max kW", "Max kVA", "Zone kWh", "Zone kvarh", "Zone Max kW", "Zone Max kVA", "Overload kWh Normal", "Overload kWh Emerg", "Load EEN", "Load UE", "Zone Losses kWh", "Zone Losses kvarh", "Zone Max kW Losses", "Zone Max kvar Losses", "Load Losses kWh", "Load Losses kvarh", "No Load Losses kWh", "No Load Losses kvarh", "Max kW Load Losses", "Max kW No Load Losses", "Line Losses", "Transformer Losses", "Line Mode Line Losses", "Zero Mode Line Losses", "3-phase Line Losses", "1- and 2-phase Line Losses", "Gen kWh", "Gen kvarh", "Gen Max kW", "Gen Max kVA", "4.16 kV Losses", "Aux1", "Aux6", "Aux11", "Aux16", "Aux21", "Aux26", "4.16 kV Line Loss", "Aux2", "Aux7", "Aux12", "Aux17", "Aux22", "Aux27", "4.16 kV Load Loss", "Aux3", "Aux8", "Aux13", "Aux18", "Aux23", "Aux28", "4.16 kV No Load Loss", "Aux4", "Aux9", "Aux14", "Aux19", "Aux24", "Aux29", "4.16 kV Load Energy", "Aux5", "Aux10", "Aux15", "Aux20", "Aux25", "Aux30"
90, 2833.10556502129, 833.137242062697, 2899.62699984303, 3029.01020326699, 2773.56269985879, 1526.11252266675, 2837.22341718419, 3238.31810594959, 523.468191929397, 0, 628.614633887002, 0, 59.5563538116922, 119.136436424233, 62.4257711321403, 124.914789630501, 59.5563538116922, 119.136436424233, 0, 0, 62.4257711321403, 0, 59.5563304381039, 0.0000233735883190875, 55.5098120942166, 1.94210501608522, 57.4519171103023, 2.10441332780161, 0, 0, 0, 0, 59.5563538116922, 0, 0, 0, 0, 0, 0, 59.5563304381039, 0, 0, 0, 0, 0, 0, 0.0000233735883190875, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2773.56269985879, 0, 0, 0, 0, 0, 0
91, 2976.3159233631, 925.181754299878, 2976.3159233631, 3116.79607195501, 2910.51108081903, 1601.25466881558, 2910.51108081903, 3321.91078537249, 677.098272573846, 0, 857.118517880689, 0, 65.8380236331693, 131.787097732632, 65.8380236331693, 131.787097732632, 65.8380236331693, 131.787097732632, 0, 0, 65.8380236331693, 0, 65.8379980140426, 0.0000256191266580993, 61.3617851803518, 2.15369633568126, 63.5154815160321, 2.32251649801055, 0, 0, 0, 0, 65.8380236331693, 0, 0, 0, 0, 0, 0, 65.8379980140426, 0, 0, 0, 0, 0, 0, 0.0000256191266580993, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2910.51108081903, 0, 0, 0, 0, 0, 0
92, 2903.38926878128, 878.241333315302, 2976.3159233631, 3116.79607195501, 2840.78147373366, 1563.02446852548, 2910.51108081903, 3321.91078537249, 598.944257784891, 0, 738.34252637636, 0, 62.5911834809704, 125.248214315902, 65.8380236331693, 131.787097732632, 62.5911834809704, 125.248214315902, 0, 0, 65.8380236331693, 0, 62.5911590287039, 0.0000244522664416324, 58.3364260935795, 2.04471051781917, 60.3811366114002, 2.21002241730376, 0, 0, 0, 0, 62.5911834809704, 0, 0, 0, 0, 0, 0, 62.5911590287039, 0, 0, 0, 0, 0, 0, 0.0000244522664416324, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2840.78147373366, 0, 0, 0, 0, 0, 0
93, 2790.19426610097, 805.662150619244, 2976.3159233631, 3116.79607195501, 2732.41995731076, 1503.5584527395, 2910.51108081903, 3321.91078537249, 477.293759901549, 0, 563.866448884957, 0, 57.7494348531607, 115.497850904297, 65.8380236331693, 131.787097732632, 57.7494348531607, 115.497850904297, 0, 0, 65.8380236331693, 0, 57.7494121124226, 0.0000227407380669943, 53.8270950349696, 1.88094194360882, 55.7080369785786, 2.04137513384408, 0, 0, 0, 0, 57.7494348531607, 0, 0, 0, 0, 0, 0, 57.7494121124226, 0, 0, 0, 0, 0, 0, 0.0000227407380669943, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2732.41995731076, 0, 0, 0, 0, 0, 0
94, 2602.01282571758, 685.771517146344, 2976.3159233631, 3116.79607195501, 2551.78899120377, 1404.38394363746, 2910.51108081903, 3321.91078537249, 273.932928419862, 0, 300.2556020012, 0, 50.2319964124756, 100.360248218854, 65.8380236331693, 131.787097732632, 50.2319964124756, 100.360248218854, 0, 0, 65.8380236331693, 0, 50.2319763088619, 0.0000201036136748567, 46.8316166809921, 1.62296069278673, 48.454577373778, 1.77739893508391, 0, 0, 0, 0, 50.2319964124756, 0, 0, 0, 0, 0, 0, 50.2319763088619, 0, 0, 0, 0, 0, 0, 0.0000201036136748567, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2551.78899120377, 0, 0, 0, 0, 0, 0
95, 2317.23294079658, 516.302626804289, 2976.3159233631, 3116.79607195501, 2277.15525044955, 1253.42283098966, 2910.51108081903, 3321.91078537249, 0, 0, 0, 0, 40.1042536035648, 79.9590202659945, 65.8380236331693, 131.787097732632, 40.1042536035648, 79.9590202659945, 0, 0, 65.8380236331693, 0, 40.1042370577827, 0.0000165457820704344, 37.4086226555871, 1.27140502362452, 38.6800276792118, 1.4242093785709, 0, 0, 0, 0, 40.1042536035648, 0, 0, 0, 0, 0, 0, 40.1042370577827, 0, 0, 0, 0, 0, 0, 0.0000165457820704344, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2277.15525044955, 0, 0, 0, 0, 0, 0
96, 2001.96569666994, 330.198436800912, 2976.3159233631, 3116.79607195501, 1971.40597687151, 1085.35269876555, 2910.51108081903, 3321.91078537249, 0, 0, 0, 0, 30.5769409982776, 60.7801210450642, 65.8380236331693, 131.787097732632, 30.5769409982776, 60.7801210450642, 0, 0, 65.8380236331693, 0, 30.5769276379146, 0.0000133603629330072, 28.5640980646968, 0.933219157640218, 29.4973172223371, 1.07961041557755, 0, 0, 0, 0, 30.5769409982776, 0, 0, 0, 0, 0, 0, 30.5769276379146, 0, 0, 0, 0, 0, 0, 0.0000133603629330072, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1971.40597687151, 0, 0, 0, 0, 0, 0
97, 1787.58365524721, 215.541936458004, 2976.3159233631, 3116.79607195501, 1762.25843118693, 970.018455749258, 2910.51108081903, 3321.91078537249, 0, 0, 0, 0, 25.3153288339462, 50.2176405283471, 65.8380236331693, 131.787097732632, 25.3153288339462, 50.2176405283471, 0, 0, 65.8380236331693, 0, 25.3153171887976, 0.0000116451485296412, 23.6694152996664, 0.760446261724572, 24.4298615613905, 0.885455627407173, 0, 0, 0, 0, 25.3153288339462, 0, 0, 0, 0, 0, 0, 25.3153171887976, 0, 0, 0, 0, 0, 0, 0.0000116451485296412, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1762.25843118693, 0, 0, 0, 0, 0, 0
98, 1689.58869227253, 155.576575827179, 2976.3159233631, 3116.79607195501, 1666.5235233502, 917.396184731331, 2910.51108081903, 3321.91078537249, 0, 0, 0, 0, 23.0599766663425, 45.6850988362736, 65.8380236331693, 131.787097732632, 23.0599766663425, 45.6850988362736, 0, 0, 65.8380236331693, 0, 23.0599656712254, 0.0000109951171422303, 21.5862316124563, 0.676854768439591, 22.2630863808951, 0.796879290330304, 0, 0, 0, 0, 23.0599766663425, 0, 0, 0, 0, 0, 0, 23.0599656712254, 0, 0, 0, 0, 0, 0, 0.0000109951171422303, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1666.5235233502, 0, 0, 0, 0, 0, 0
99, 1649.39763681645, 131.050030933523, 2976.3159233631, 3116.79607195501, 1627.15872814882, 895.786989557238, 2910.51108081903, 3321.91078537249, 0, 0, 0, 0, 22.1858324010327, 43.9287049544929, 65.8380236331693, 131.787097732632, 22.1858324010327, 43.9287049544929, 0, 0, 65.8380236331693, 0, 22.1858216474264, 0.000010753606313789, 20.7795544451329, 0.644148884824313, 21.4237033299574, 0.762118317468934, 0, 0, 0, 0, 22.1858324010327, 0, 0, 0, 0, 0, 0, 22.1858216474264, 0, 0, 0, 0, 0, 0, 0.000010753606313789, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1627.15872814882, 0, 0, 0, 0, 0, 0
100, 1661.42738770844, 138.391561052217, 2976.3159233631, 3116.79607195501, 1638.99914449291, 902.25325995519, 2910.51108081903, 3321.91078537249, 0, 0, 0, 0, 22.444120993097, 44.4475349810973, 65.8380236331693, 131.787097732632, 22.444120993097, 44.4475349810973, 0, 0, 65.8380236331693, 0, 22.4441101661771, 0.0000108269199636496, 21.0179937366745, 0.653710070689967, 21.6717038073632, 0.772406358813877, 0, 0, 0, 0, 22.444120993097, 0, 0, 0, 0, 0, 0, 22.4441101661771, 0, 0, 0, 0, 0, 0, 0.0000108269199636496, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1638.99914449291, 0, 0, 0, 0, 0, 0
101, 1722.58124728484, 175.742886308305, 2976.3159233631, 3116.79607195501, 1698.86354083484, 935.117639033897, 2910.51108081903, 3321.91078537249, 0, 0, 0, 0, 23.7992792648762, 47.170550104817, 65.8380236331693, 131.787097732632, 23.7992792648762, 47.170550104817, 0, 0, 65.8380236331693, 0, 23.7992680557449, 0.0000112091313386181, 22.269008490583, 0.704196901611179, 22.9732053921955, 0.826062663549391, 0, 0, 0, 0, 23.7992792648762, 0, 0, 0, 0, 0, 0, 23.7992680557449, 0, 0, 0, 0, 0, 0, 0.0000112091313386181, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1698.86354083484, 0, 0, 0, 0, 0, 0
102, 1917.61634073251, 295.496476655603, 2976.3159233631, 3116.79607195501, 1889.04846428056, 1039.67542639651, 2910.51108081903, 3321.91078537249, 0, 0, 0, 0, 28.5794006316768, 56.7788495206134, 65.8380236331693, 131.787097732632, 28.5794006316768, 56.7788495206134, 0, 0, 65.8380236331693, 0, 28.579388008867, 0.0000126228097182695, 26.6888281968733, 0.87926067884498, 27.5680888757194, 1.01129913314764, 0, 0, 0, 0, 28.5794006316768, 0, 0, 0, 0, 0, 0, 28.579388008867, 0, 0, 0, 0, 0, 0, 0.0000126228097182695, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1889.04846428056, 0, 0, 0, 0, 0, 0
103, 2329.64085201083, 541.799113205591, 2976.3159233631, 3116.79607195501, 2288.62779595847, 1259.27256347643, 2910.51108081903, 3321.91078537249, 0, 0, 0, 0, 40.9847074287934, 81.744836962711, 65.8380236331693, 131.787097732632, 40.9847074287934, 81.744836962711, 0, 0, 65.8380236331693, 0, 40.9846906911943, 0.0000167375991308965, 38.2013487444222, 1.31931297306503, 39.520661717487, 1.46402897370724, 0, 0, 0, 0, 40.9847074287934, 0, 0, 0, 0, 0, 0, 40.9846906911943, 0, 0, 0, 0, 0, 0, 0.0000167375991308965, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2288.62779595847, 0, 0, 0, 0, 0, 0
104, 2656.06187745335, 738.131631643044, 2976.3159233631, 3116.79607195501, 2603.01872634957, 1431.93072299229, 2910.51108081903, 3321.91078537249, 351.050830941768, 0, 396.437096570508, 0, 52.9858633766568, 105.898268323939, 65.8380236331693, 131.787097732632, 52.9858633766568, 105.898268323939, 0, 0, 65.8380236331693, 0, 52.9858423852054, 0.0000209914514197937, 49.3782320546418, 1.72651607475345, 51.1047481293951, 1.88109425581032, 0, 0, 0, 0, 52.9858633766568, 0, 0, 0, 0, 0, 0, 52.9858423852054, 0, 0, 0, 0, 0, 0, 0.0000209914514197937, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2603.01872634957, 0, 0, 0, 0, 0, 0
105, 2664.630873315, 743.588616365512, 2976.3159233631, 3116.79607195501, 2611.32968468848, 1436.43713340822, 2910.51108081903, 3321.91078537249, 360.209284958044, 0, 408.182774915772, 0, 53.3268432839863, 106.583994129631, 65.8380236331693, 131.787097732632, 53.3268432839863, 106.583994129631, 0, 0, 65.8380236331693, 0, 53.326822169008, 0.000021114978379098, 49.696452300136, 1.73733394717032, 51.4337862473067, 1.89303592170122, 0, 0, 0, 0, 53.3268432839863, 0, 0, 0, 0, 0, 0, 53.326822169008, 0, 0, 0, 0, 0, 0, 0.000021114978379098, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2611.32968468848, 0, 0, 0, 0, 0, 0
106, 2715.28101574832, 764.582840967039, 2976.3159233631, 3116.79607195501, 2660.59065504739, 1464.00799773755, 2910.51108081903, 3321.91078537249, 398.420997675755, 0, 457.530957814463, 0, 54.7029490062231, 109.338921178569, 65.8380236331693, 131.787097732632, 54.7029490062231, 109.338921178569, 0, 0, 65.8380236331693, 0, 54.7029274266121, 0.0000215796110246758, 50.9781426000589, 1.78411152599358, 52.7622541260527, 1.94067330055939, 0, 0, 0, 0, 54.7029490062231, 0, 0, 0, 0, 0, 0, 54.7029274266121, 0, 0, 0, 0, 0, 0, 0.0000215796110246758, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2660.59065504739, 0, 0, 0, 0, 0, 0
107, 2658.76815506221, 728.605056295568, 2976.3159233631, 3116.79607195501, 2606.32654425742, 1434.23429481775, 2910.51108081903, 3321.91078537249, 337.125383039287, 0, 378.464268985121, 0, 52.4502102223016, 104.802234030207, 65.8380236331693, 131.787097732632, 52.4502102223016, 104.802234030207, 0, 0, 65.8380236331693, 0, 52.4501894274758, 0.0000207948257452905, 48.8830847863012, 1.70555009393426, 50.5886348802363, 1.86155454723957, 0, 0, 0, 0, 52.4502102223016, 0, 0, 0, 0, 0, 0, 52.4501894274758, 0, 0, 0, 0, 0, 0, 0.0000207948257452905, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2606.32654425742, 0, 0, 0, 0, 0, 0
108, 2628.83740663443, 709.576677464971, 2976.3159233631, 3116.79607195501, 2577.46602619256, 1418.44996262084, 2910.51108081903, 3321.91078537249, 304.844803416613, 0, 338.093642372075, 0, 51.2826834961541, 102.452449441853, 65.8380236331693, 131.787097732632, 51.2826834961541, 102.452449441853, 0, 0, 65.8380236331693, 0, 51.2826631125865, 0.000020383567576202, 47.7963136784471, 1.66603446723552, 49.462348145684, 1.82031496690256, 0, 0, 0, 0, 51.2826834961541, 0, 0, 0, 0, 0, 0, 51.2826631125865, 0, 0, 0, 0, 0, 0, 0.000020383567576202, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2577.46602619256, 0, 0, 0, 0, 0, 0
109, 2586.18859246115, 682.505443267006, 2976.3159233631, 3116.79607195501, 2536.41566113287, 1395.93444934963, 2910.51108081903, 3321.91078537249, 258.733849822646, 0, 281.963200715729, 0, 49.6469944825535, 99.160100636642, 65.8380236331693, 131.787097732632, 49.6469944825535, 99.160100636642, 0, 0, 65.8380236331693, 0, 49.6469746620796, 0.0000198204739255569, 46.2745365274283, 1.6100757920948, 47.8846123195246, 1.76236234255503, 0, 0, 0, 0, 49.6469944825535, 0, 0, 0, 0, 0, 0, 49.6469746620796, 0, 0, 0, 0, 0, 0, 0.0000198204739255569, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2536.41566113287, 0, 0, 0, 0, 0, 0
110, 2564.53532851967, 668.783279126671, 2976.3159233631, 3116.79607195501, 2515.64264843853, 1384.49044679091, 2910.51108081903, 3321.91078537249, 235.26041224797, 0, 254.083844893469, 0, 48.8288411205622, 97.5130701171205, 65.8380236331693, 131.787097732632, 48.8288411205622, 97.5130701171205, 0, 0, 65.8380236331693, 0, 48.8288215802027, 0.0000195403594909327, 45.5138195534144, 1.5817212866422, 47.0955408400557, 1.73328074014701, 0, 0, 0, 0, 48.8288411205622, 0, 0, 0, 0, 0, 0, 48.8288215802027, 0, 0, 0, 0, 0, 0, 0.0000195403594909327, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2515.64264843853, 0, 0, 0, 0, 0, 0
111, 2520.42092059075, 640.855552934426, 2976.3159233631, 3116.79607195501, 2473.10098371303, 1361.17030875794, 2910.51108081903, 3321.91078537249, 187.491111077392, 0, 198.756280344186, 0, 47.1906502963781, 94.2160757781964, 65.8380236331693, 131.787097732632, 47.1906502963781, 94.2160757781964, 0, 0, 65.8380236331693, 0, 47.190631314343, 0.0000189820350925679, 43.9901062287291, 1.52554506572775, 45.515651294458, 1.67498001988499, 0, 0, 0, 0, 47.1906502963781, 0, 0, 0, 0, 0, 0, 47.190631314343, 0, 0, 0, 0, 0, 0, 0.0000189820350925679, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2473.10098371303, 0, 0, 0, 0, 0, 0
112, 2474.25833926577, 611.689231212347, 2976.3159233631, 3116.79607195501, 2428.60904356749, 1336.74039369113, 2910.51108081903, 3321.91078537249, 137.408317517764, 0, 142.803808322886, 0, 45.5146404254022, 90.842950929227, 65.8380236331693, 131.787097732632, 45.5146404254022, 90.842950929227, 0, 0, 65.8380236331693, 0, 45.5146220190698, 0.0000184063323761919, 42.4318444391, 1.46766748140237, 43.8995119205009, 1.61511009856889, 0, 0, 0, 0, 45.5146404254022, 0, 0, 0, 0, 0, 0, 45.5146220190698, 0, 0, 0, 0, 0, 0, 0.0000184063323761919, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2428.60904356749, 0, 0, 0, 0, 0, 0
113, 2566.44201615347, 669.995292673778, 2976.3159233631, 3116.79607195501, 2517.55858477036, 1385.49289112215, 2910.51108081903, 3321.91078537249, 237.279675847532, 0, 256.472240935777, 0, 48.8997450562176, 97.6554445984182, 65.8380236331693, 131.787097732632, 48.8997450562176, 97.6554445984182, 0, 0, 65.8380236331693, 0, 48.8997254907943, 0.0000195654232977745, 45.5801534088184, 1.58380506923818, 47.163958478055, 1.73576701273929, 0, 0, 0, 0, 48.8997450562176, 0, 0, 0, 0, 0, 0, 48.8997254907943, 0, 0, 0, 0, 0, 0, 0.0000195654232977745, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2517.55858477036, 0, 0, 0, 0, 0, 0
114, 3043.0474039907, 974.98504461575, 3043.0474039907, 3195.4238122914, 2974.07186773949, 1636.06202373783, 2974.07186773949, 3394.37806085247, 750.323019364941, 0, 973.302590827931, 0, 68.9490949249157, 138.025612127097, 68.9490949249157, 138.025612127097, 68.9490949249157, 138.025612127097, 0, 0, 68.9490949249157, 0, 68.9490682630715, 0.0000266618441424273, 64.24608924955, 2.26605890761118, 66.51214815716, 2.43692010591153, 0, 0, 0, 0, 68.9490949249157, 0, 0, 0, 0, 0, 0, 68.9490682630715, 0, 0, 0, 0, 0, 0, 0.0000266618441424273, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2974.07186773949, 0, 0, 0, 0, 0, 0
115, 3252.51247380378, 1092.44469928119, 3252.51247380378, 3431.07458578749, 3174.517459375, 1746.67229660208, 3174.517459375, 3623.31687982074, 956.452539362711, 0, 1322.38502999252, 0, 78.0245323860534, 156.292889232336, 78.0245323860534, 156.292889232336, 78.0245323860534, 156.292889232336, 0, 0, 78.0245323860534, 0, 78.0245023466321, 0.000030039421328478, 72.7381975643557, 2.55065200218558, 75.2888495665431, 2.735652780089, 0, 0, 0, 0, 78.0245323860534, 0, 0, 0, 0, 0, 0, 78.0245023466321, 0, 0, 0, 0, 0, 0, 0.000030039421328478, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 3174.517459375, 0, 0, 0, 0, 0, 0
116, 3223.01846779925, 1073.24150471451, 3252.51247380378, 3431.07458578749, 3146.32258961284, 1731.30491144074, 3174.517459375, 3623.31687982074, 925.063529072882, 0, 1266.58196350975, 0, 76.566917443563, 153.357110814701, 78.0245323860534, 156.292889232336, 76.566917443563, 153.357110814701, 0, 0, 78.0245323860534, 0, 76.5668879408882, 0.0000295026748252533, 71.3783093634705, 2.50262341964789, 73.8809327831206, 2.68595515776749, 0, 0, 0, 0, 76.566917443563, 0, 0, 0, 0, 0, 0, 76.5668879408882, 0, 0, 0, 0, 0, 0, 0.0000295026748252533, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 3146.32258961284, 0, 0, 0, 0, 0, 0
117, 3102.30990835983, 994.913549642628, 3252.51247380378, 3431.07458578749, 3031.50532718956, 1668.25029238381, 3174.517459375, 3623.31687982074, 796.204326957694, 0, 1046.65531282227, 0, 70.7662399275359, 141.672028445417, 78.0245323860534, 156.292889232336, 70.7662399275359, 141.672028445417, 0, 0, 78.0245323860534, 0, 70.766212544619, 0.000027382916900635, 65.9707991133109, 2.30818721940124, 68.2789863327122, 2.48722621190675, 0, 0, 0, 0, 70.7662399275359, 0, 0, 0, 0, 0, 0, 70.766212544619, 0, 0, 0, 0, 0, 0, 0.000027382916900635, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 3031.50532718956, 0, 0, 0, 0, 0, 0
118, 2863.22661484159, 847.753590715549, 3252.51247380378, 3431.07458578749, 2803.13877224221, 1542.80162760097, 3174.517459375, 3623.31687982074, 540.941670083057, 0, 652.94940328218, 0, 60.1268878256384, 120.240783384841, 78.0245323860534, 156.292889232336, 60.1268878256384, 120.240783384841, 0, 0, 78.0245323860534, 0, 60.1268643617307, 0.0000234639077169934, 56.0301705636196, 1.96635993467076, 57.9965304982902, 2.13033386344054, 0, 0, 0, 0, 60.1268878256384, 0, 0, 0, 0, 0, 0, 60.1268643617307, 0, 0, 0, 0, 0, 0, 0.0000234639077169934, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2803.13877224221, 0, 0, 0, 0, 0, 0
119, 2490.26008068923, 624.283925143847, 3252.51247380378, 3431.07458578749, 2444.70380532592, 1345.84177704107, 3174.517459375, 3623.31687982074, 139.034894215975, 0, 144.562561220567, 0, 45.5751673997676, 90.9327198435552, 78.0245323860534, 156.292889232336, 45.5751673997676, 90.9327198435552, 0, 0, 78.0245323860534, 0, 45.575149154277, 0.0000182454905906066, 42.4909783614791, 1.45463017356497, 43.945608535046, 1.62954061923102, 0, 0, 0, 0, 45.5751673997676, 0, 0, 0, 0, 0, 0, 45.575149154277, 0, 0, 0, 0, 0, 0, 0.0000182454905906066, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2444.70380532592, 0, 0, 0, 0, 0, 0
120, 2135.39968429276, 419.747650547317, 3252.51247380378, 3431.07458578749, 2101.00033373852, 1156.56168537297, 3174.517459375, 3623.31687982074, 0, 0, 0, 0, 34.3855327311776, 68.4400664442473, 78.0245323860534, 156.292889232336, 34.3855327311776, 68.4400664442473, 0, 0, 78.0245323860534, 0, 34.3855182692347, 0.0000144619428584777, 32.0736640784917, 1.08375103019444, 33.1574151086859, 1.22810316054882, 0, 0, 0, 0, 34.3855327311776, 0, 0, 0, 0, 0, 0, 34.3855182692347, 0, 0, 0, 0, 0, 0, 0.0000144619428584777, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2101.00033373852, 0, 0, 0, 0, 0, 0
121, 1910.11022637256, 290.896383521734, 3252.51247380378, 3431.07458578749, 1881.74915226105, 1035.67409658386, 3174.517459375, 3623.31687982074, 0, 0, 0, 0, 28.3849932291643, 56.3872310575229, 78.0245323860534, 156.292889232336, 28.3849932291643, 56.3872310575229, 0, 0, 78.0245323860534, 0, 28.384980664462, 0.0000125647022788976, 26.5103949582379, 0.871189908160656, 27.3815848664005, 1.00339579806147, 0, 0, 0, 0, 28.3849932291643, 0, 0, 0, 0, 0, 0, 28.384980664462, 0, 0, 0, 0, 0, 0, 0.0000125647022788976, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1881.74915226105, 0, 0, 0, 0, 0, 0
122, 1800.34291585839, 223.392393671349, 3252.51247380378, 3431.07458578749, 1774.71174654773, 976.875140740005, 3174.517459375, 3623.31687982074, 0, 0, 0, 0, 25.6240836891107, 50.8375314070022, 78.0245323860534, 156.292889232336, 25.6240836891107, 50.8375314070022, 0, 0, 78.0245323860534, 0, 25.624071949964, 0.0000117391466858141, 23.9561248062536, 0.770896165197053, 24.7270209714522, 0.897050978511735, 0, 0, 0, 0, 25.6240836891107, 0, 0, 0, 0, 0, 0, 25.624071949964, 0, 0, 0, 0, 0, 0, 0.0000117391466858141, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1774.71174654773, 0, 0, 0, 0, 0, 0
123, 1751.79297203868, 193.629573391735, 3252.51247380378, 3431.07458578749, 1727.24636027326, 950.828612011611, 3174.517459375, 3623.31687982074, 0, 0, 0, 0, 24.4736034400062, 48.5254211652392, 78.0245323860534, 156.292889232336, 24.4736034400062, 48.5254211652392, 0, 0, 78.0245323860534, 0, 24.4735920384039, 0.0000114016022975312, 22.892693734087, 0.72870739771835, 23.6214011318049, 0.852190906599039, 0, 0, 0, 0, 24.4736034400062, 0, 0, 0, 0, 0, 0, 24.4735920384039, 0, 0, 0, 0, 0, 0, 0.0000114016022975312, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1727.24636027326, 0, 0, 0, 0, 0, 0
124, 1739.89452507955, 186.351112342524, 3252.51247380378, 3431.07458578749, 1715.67879490786, 944.437001218889, 3174.517459375, 3623.31687982074, 0, 0, 0, 0, 24.1978551463125, 47.9711196596567, 78.0245323860534, 156.292889232336, 24.1978551463125, 47.9711196596567, 0, 0, 78.0245323860534, 0, 24.1978438221415, 0.0000113241710046777, 22.6380997695443, 0.718375382968712, 23.3564751525131, 0.841368669628382, 0, 0, 0, 0, 24.1978551463125, 0, 0, 0, 0, 0, 0, 24.1978438221415, 0, 0, 0, 0, 0, 0, 0.0000113241710046777, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1715.67879490786, 0, 0, 0, 0, 0, 0
125, 1797.29079659986, 221.526669335394, 3252.51247380378, 3431.07458578749, 1771.82758125392, 975.2317719149, 3174.517459375, 3623.31687982074, 0, 0, 0, 0, 25.5499429025984, 50.6882727952586, 78.0245323860534, 156.292889232336, 25.5499429025984, 50.6882727952586, 0, 0, 78.0245323860534, 0, 25.5499311837112, 0.0000117188872390046, 23.8878577205788, 0.76792714042326, 24.6557848610032, 0.894146322708046, 0, 0, 0, 0, 25.5499429025984, 0, 0, 0, 0, 0, 0, 25.5499311837112, 0, 0, 0, 0, 0, 0, 0.0000117188872390046, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1771.82758125392, 0, 0, 0, 0, 0, 0
126, 1978.45825967938, 333.085605156782, 3252.51247380378, 3431.07458578749, 1948.25477292107, 1072.22066082339, 3174.517459375, 3623.31687982074, 0, 0, 0, 0, 30.2161392810096, 60.0686705287496, 78.0245323860534, 156.292889232336, 30.2161392810096, 60.0686705287496, 0, 0, 78.0245323860534, 0, 30.2161261543943, 0.0000131266152793444, 28.2061006353158, 0.936969047918104, 29.1430696832324, 1.07305647116186, 0, 0, 0, 0, 30.2161392810096, 0, 0, 0, 0, 0, 0, 30.2161261543943, 0, 0, 0, 0, 0, 0, 0.0000131266152793444, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1948.25477292107, 0, 0, 0, 0, 0, 0
